,pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_spectype_short,pl_tsurf_c,pl_hz_status,pl_type,P_HABITABLE,hz_zone_inner,hz_zone_outer,pl_system_class
2867,Kepler-247 d,Kepler-247,20.477912,0.14,3.94,14.7,0.0,19.21,530.0,nan,5100.0,0.77,0.89,0.3,4.61,,321.82199857933085,Too Hot,Neptune-Like,0.0,0.35592147899686377,0.664230295143284,Mixed-Members
2868,Kepler-248 b,Kepler-248,6.308205,0.066,3.02,9.38,0.0,79.31,819.0,nan,5190.0,0.83,0.84,0.17,4.57,,642.3944667526871,Too Hot,Neptune-Like,0.0,0.3973158843420942,0.7414816545083798,NeptuneLike-GasGiant-Only
2869,Kepler-248 c,Kepler-248,16.239494,0.123,4.07,15.6,0.0,22.46,598.0,nan,5190.0,0.83,0.84,0.17,4.57,,397.5045174574989,Too Hot,Neptune-Like,0.0,0.3973158843420942,0.7414816545083798,NeptuneLike-GasGiant-Only
2870,Kepler-249 b,Kepler-249,3.306539,0.035,1.09,1.32,0.0,24.26,554.0,M2 V,3568.0,0.48,0.51,-0.34,4.78,M,384.13912705436974,Too Hot,Super-Earth,0.0,0.10859605500700659,0.20266489640355728,Terrestrial-SuperEarth-Only
2871,Kepler-249 c,Kepler-249,7.113702,0.058,1.51,2.89,0.0,12.53,429.0,M2 V,3568.0,0.48,0.51,-0.34,4.78,M,237.44490115632118,Too Hot,Super-Earth,0.0,0.10859605500700659,0.20266489640355728,Terrestrial-SuperEarth-Only
2872,Kepler-249 d,Kepler-249,15.368459,0.097,1.57,3.09,0.0,4.47,332.0,M2 V,3568.0,0.48,0.51,-0.34,4.78,M,121.67496290162757,Too Hot,Super-Earth,0.0,0.10859605500700659,0.20266489640355728,Terrestrial-SuperEarth-Only
2873,Kepler-250 b,Kepler-250,4.148141,0.048,1.13,1.51,0.0,148.1,938.0,nan,5160.0,0.81,0.81,0.01,4.57,,781.2771949104489,Too Hot,Super-Earth,0.0,0.3832723964436708,0.7152733173832885,Mixed-Members
2874,Kepler-250 c,Kepler-250,7.156804,0.069,2.28,5.82,0.0,71.5,782.0,nan,5160.0,0.81,0.81,0.01,4.57,,606.3030748503886,Too Hot,Neptune-Like,0.0,0.3832723964436708,0.7152733173832885,Mixed-Members
2875,Kepler-250 d,Kepler-250,17.648312,0.127,2.18,5.39,0.0,21.46,579.0,nan,5160.0,0.81,0.81,0.01,4.57,,375.08929946197213,Too Hot,Neptune-Like,0.0,0.3832723964436708,0.7152733173832885,Mixed-Members
2876,Kepler-251 b,Kepler-251,4.790936,0.053,1.33,2.33,0.0,203.17,990.0,nan,5526.0,0.89,0.89,-0.06,4.49,,853.3026864091727,Too Hot,Super-Earth,0.0,0.4829863842655697,0.9013622596621482,Mixed-Members
2877,Kepler-251 c,Kepler-251,16.514043,0.122,2.77,8.1,0.0,38.95,655.0,nan,5526.0,0.89,0.89,-0.06,4.49,,469.30643301049486,Too Hot,Neptune-Like,0.0,0.4829863842655697,0.9013622596621482,Mixed-Members
2878,Kepler-251 d,Kepler-251,30.133001,0.182,2.77,8.1,0.0,17.48,536.0,nan,5526.0,0.89,0.89,-0.06,4.49,,334.7262783499988,Too Hot,Neptune-Like,0.0,0.4829863842655697,0.9013622596621482,Mixed-Members
2879,Kepler-251 e,Kepler-251,99.640161,0.404,2.77,8.1,0.0,3.55,360.0,nan,5526.0,0.89,0.89,-0.06,4.49,,134.85004155769724,Too Hot,Neptune-Like,0.0,0.4829863842655697,0.9013622596621482,Mixed-Members
2880,Kepler-252 b,Kepler-252,6.668391,0.058,1.23,2.04,0.0,39.26,587.0,M0 V,4208.0,0.55,0.61,-0.13,4.72,M,371.4467107896879,Too Hot,Super-Earth,0.0,0.1730761682832955,0.3229994285961457,Mixed-Members
