,key_0,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,placeholder1,placeholder2,raw_data_calc_orb_sma,placeholder3,raw_data_tsurf_k,raw_data_tsurf_c,pl_tsurf_k,pl_tsurf_c,P_HABITABLE
1440,kepler-1028 b,Kepler-1028 b,Kepler-1028,1,1,Transit,2016,Kepler,0,2.51462432,4.95e-06,-4.95e-06,0.0,0.0354,,,0.0,1.33,0.15,-0.11,0.0,0.119,0.013,-0.01,0.0,2.33,,,0.0,0.00733,,,0.0,M-R relationship,0.0,,,0.0,519.64,15.67,-15.12,0.0,1217.0,,,0.0,0,,5522.0,102.65,-78.23,0.0,0.87,0.1,-0.07,0.0,0.9,0.05,-0.06,0.0,-0.09,0.166,-0.195,0.0,[Fe/H],4.52,0.05,-0.1,0.0,19h18m22.34s,289.5931004,+49d46m52.48s,49.7812447,607.916,6.467,-6.335,14.611,0.092,-0.092,12.63,0.023,-0.023,14.3098,0.000271,-0.000271,,,0.034941113,,1361.756437,1088.606437,1361.756332664439,1088.606332664439,0
1441,kepler-1029 b,Kepler-1029 b,Kepler-1029,1,1,Transit,2016,Kepler,0,4.41769648,8.9e-06,-8.9e-06,0.0,0.047,,,0.0,1.26,0.08,-0.07,0.0,0.112,0.007,-0.006,0.0,2.13,,,0.0,0.00669,,,0.0,M-R relationship,0.0,,,0.0,92.16,17.36,-12.69,0.0,790.0,,,0.0,0,,5030.0,68.38,-91.81,0.0,0.77,0.04,-0.04,0.0,0.82,0.04,-0.04,0.0,0.01,0.163,-0.172,0.0,[Fe/H],4.58,0.02,-0.05,0.0,19h28m31.89s,292.1328738,+41d32m50.92s,41.5474786,366.656,2.5695,-2.5695,14.434,0.15,-0.15,12.169,,,14.3009,0.000223,-0.000223,,,0.049318405,,1012.766805,739.6168045,1012.7667266920107,739.6167266920107,0
1442,kepler-103 b,Kepler-103 b,Kepler-103,1,2,Transit,2014,Kepler,0,15.9653287,9.2e-06,-9.2e-06,0.0,0.13223,0.00085,-0.0013,0.0,3.486,0.057,-0.054,0.0,0.311,0.005,-0.005,0.0,9.8,3.9,-3.9,0.0,0.03083,0.01227,-0.01227,0.0,Mass,0.093,,,1.0,149.9,8.6,-8.6,0.0,973.0,13.0,-13.0,0.0,1,,6009.0,64.0,-64.0,0.0,1.49,0.02,-0.02,0.0,1.21,0.02,-0.03,0.0,0.16,0.04,-0.04,0.0,[Fe/H],4.16,0.01,-0.01,0.0,19h15m56.29s,288.9845512,+40d03m52.15s,40.0644857,494.832,5.894,-5.758,11.883,0.024,-0.024,10.873,0.017,-0.017,12.2466,0.000186,-0.000186,,,0.132227217,,1003.402962,730.2529618,1003.4028846432259,730.2528846432259,0
1443,kepler-103 c,Kepler-103 c,Kepler-103,1,2,Transit,2014,Kepler,0,179.60978,0.0002,-0.0002,0.0,0.6639,0.0043,-0.0063,0.0,5.45,0.18,-0.18,0.0,0.486,0.016,-0.016,0.0,38.0,17.0,-16.0,0.0,0.11956,0.05349,-0.05034,0.0,Mass,0.095,,,1.0,5.95,0.34,-0.34,0.0,434.0,6.0,-6.0,0.0,1,,6009.0,64.0,-64.0,0.0,1.49,0.02,-0.02,0.0,1.21,0.02,-0.03,0.0,0.16,0.04,-0.04,0.0,[Fe/H],4.16,0.01,-0.01,0.0,19h15m56.29s,288.9845512,+40d03m52.15s,40.0644857,494.832,5.894,-5.758,11.883,0.024,-0.024,10.873,0.017,-0.017,12.2466,0.000186,-0.000186,,,0.663879006,,447.8051081,174.6551081,447.8050736796959,174.65507367969593,0
1444,kepler-1030 b,Kepler-1030 b,Kepler-1030,1,1,Transit,2016,Kepler,0,19.32952416,7.474e-05,-7.474e-05,0.0,0.1338,,,0.0,2.48,0.12,-0.18,0.0,0.221,0.011,-0.016,0.0,6.71,,,0.0,0.0211,,,0.0,M-R relationship,0.0,,,0.0,16.88,1.01,-0.95,0.0,529.0,,,0.0,0,,4983.0,78.38,-85.01,0.0,0.76,0.04,-0.04,0.0,0.8,0.04,-0.04,0.0,-0.01,0.154,-0.161,0.0,[Fe/H],4.59,0.02,-0.04,0.0,19h34m43.66s,293.6819098,+45d49m03.09s,45.8175241,758.702,16.866,-16.866,16.003,0.137,-0.137,13.578,0.041,-0.041,15.7163,0.000543,-0.000543,,,0.130853275,,590.7648754,317.6148754,590.7648300213982,317.61483002139823,0
1445,kepler-1031 b,Kepler-1031 b,Kepler-1031,1,1,Transit,2016,Kepler,0,1.22621732,4.51e-06,-4.51e-06,0.0,0.0218,,,0.0,0.87,0.21,-0.11,0.0,0.078,0.019,-0.01,0.0,0.59,,,0.0,0.00186,,,0.0,M-R relationship,0.0,,,0.0,3973.86,1715.86,-1666.2,0.0,2024.0,,,0.0,0,,6011.0,125.91,-133.3,0.0,1.12,0.27,-0.13,0.0,1.09,0.1,-0.07,0.0,0.03,0.136,-0.17,0.0,[Fe/H],4.38,0.08,-0.17,0.0,19h44m21.57s,296.0898796,+48d57m19.48s,48.9554121,682.882,,,13.877,0.092,-0.092,12.353,0.025,-0.025,,,,,,0.023074252,,2143.248517,1870.098517,2143.2483521044105,1870.0983521044104,0
1446,kepler-1032 b,Kepler-1032 b,Kepler-1032,1,1,Transit,2016,Kepler,0,3.29011795,5.05e-06,-5.05e-06,0.0,0.0361,,,0.0,1.87,0.1,-0.08,0.0,0.167,0.009,-0.007,0.0,4.16,,,0.0,0.0131,,,0.0,M-R relationship,0.0,,,0.0,176.14,20.59,-17.84,0.0,802.0,,,0.0,0,,4647.0,57.14,-84.37,0.0,0.71,0.02,-0.02,0.0,0.77,0.03,-0.03,0.0,0.16,0.103,-0.211,0.0,[Fe/H],4.62,0.01,-0.01,0.0,19h19m43.41s,289.9308779,+40d05m51.76s,40.0977109,673.01,37.599,-33.879,16.007,0.092,-0.092,13.301,0.034,-0.034,15.7993,0.001847,-0.001847,,,0.039680614,,1025.163854,752.0138544,1025.1637755452318,752.0137755452319,0
1447,kepler-1033 b,Kepler-1033 b,Kepler-1033,1,1,Transit,2016,Kepler,0,7.56052806,2.405e-05,-2.405e-05,0.0,0.0761,,,0.0,2.51,0.41,-0.18,0.0,0.224,0.037,-0.016,0.0,6.85,,,0.0,0.0215,,,0.0,M-R relationship,0.0,,,0.0,159.42,23.87,-20.26,0.0,914.0,,,0.0,0,,5547.0,59.76,-66.49,0.0,0.92,0.15,-0.06,0.0,0.94,0.04,-0.04,0.0,0.06,0.147,-0.156,0.0,[Fe/H],4.49,0.05,-0.14,0.0,18h55m22.82s,283.8450963,+44d36m32.49s,44.6090251,1455.5,88.58,-79.14,16.186,0.343,-0.343,14.283,0.086,-0.086,15.9289,0.000624,-0.000624,,,0.073850118,,959.4112143,686.2612143,959.411140589057,686.261140589057,0
1448,kepler-1034 b,Kepler-1034 b,Kepler-1034,1,1,Transit,2016,Kepler,0,12.12400943,3.32e-05,-3.32e-05,0.0,0.0965,,,0.0,2.26,0.17,-0.14,0.0,0.202,0.015,-0.012,0.0,5.73,,,0.0,0.018,,,0.0,M-R relationship,0.0,,,0.0,36.79,1.51,-1.44,0.0,675.0,,,0.0,0,,5198.0,102.36,-86.25,0.0,0.8,0.05,-0.05,0.0,0.83,0.04,-0.04,0.0,-0.06,0.148,-0.172,0.0,[Fe/H],4.57,0.03,-0.06,0.0,19h04m27.70s,286.1154093,+37d58m01.01s,37.9669464,654.549,9.472,-9.21,15.269,0.195,-0.195,13.158,0.031,-0.031,15.074,0.000317,-0.000317,,,0.097065307,,744.4964845,471.3464845,744.4964272530169,471.34642725301694,0
1449,kepler-1035 b,Kepler-1035 b,Kepler-1035,1,1,Transit,2016,Kepler,0,2.71407755,3.71e-06,-3.71e-06,0.0,0.0386,,,0.0,1.17,0.28,-0.11,0.0,0.104,0.025,-0.01,0.0,1.71,,,0.0,0.00537,,,0.0,M-R relationship,0.0,,,0.0,1180.06,86.9,-79.05,0.0,1301.0,,,0.0,0,,5763.0,114.35,-121.15,0.0,0.97,0.23,-0.09,0.0,0.98,0.06,-0.06,0.0,-0.03,0.135,-0.183,0.0,[Fe/H],4.45,0.07,-0.17,0.0,19h16m10.14s,289.042243,+42d52m57.00s,42.8824991,562.116,20.407,-19.048,13.097,0.092,-0.092,11.416,0.011,-0.011,13.0054,0.001019,-0.001019,,,0.037823701,,1437.096308,1163.946308,1437.0961978194982,1163.9461978194981,0
1450,kepler-1036 b,Kepler-1036 b,Kepler-1036,1,1,Transit,2016,Kepler,0,122.8808058,0.000709,-0.000709,0.0,0.4629,,,0.0,3.01,0.14,-0.53,0.0,0.269,0.012,-0.047,0.0,9.32,,,0.0,0.0293,,,0.0,M-R relationship,0.0,,,0.0,2.82,0.07,-0.07,0.0,326.0,,,0.0,1,,5533.0,83.31,-69.58,0.0,0.89,0.04,-0.03,0.0,0.95,0.03,-0.04,0.0,0.04,0.105,-0.099,0.0,[Fe/H],4.52,0.03,-0.04,0.0,19h40m43.61s,295.1817093,+49d56m44.94s,49.9458172,489.435,3.8115,-3.8115,13.87,0.057,-0.057,12.124,0.022,-0.022,13.7635,0.000269,-0.000269,,,0.475522488,,381.6428431,108.4928431,381.6428137483324,108.49281374833242,0
1451,kepler-1037 b,Kepler-1037 b,Kepler-1037,1,1,Transit,2016,Kepler,0,1.06378867,1.26e-06,-1.26e-06,0.0,0.0198,,,0.0,1.28,0.09,-0.07,0.0,0.114,0.008,-0.006,0.0,2.18,,,0.0,0.00687,,,0.0,M-R relationship,0.0,,,0.0,1015.43,26.68,-26.09,0.0,1650.0,,,0.0,0,,5105.0,96.95,-70.71,0.0,0.78,0.04,-0.04,0.0,0.82,0.04,-0.04,0.0,-0.03,0.139,-0.164,0.0,[Fe/H],4.57,0.03,-0.05,0.0,19h45m21.85s,296.3410342,+47d10m15.36s,47.1709335,446.914,3.126,-3.126,14.475,0.126,-0.126,12.248,0.024,-0.024,14.2311,0.000593,-0.000593,,,0.019088949,,1593.879526,1320.729526,1593.879403535262,1320.729403535262,0
1452,kepler-1038 b,Kepler-1038 b,Kepler-1038,1,2,Transit,2016,Kepler,0,148.4603382,0.0006894,-0.0006894,0.0,0.5238,,,0.0,3.53,0.52,-0.39,0.0,0.315,0.046,-0.035,0.0,12.2,,,0.0,0.0384,,,0.0,M-R relationship,0.0,,,0.0,1.51,0.06,-0.06,0.0,285.0,,,0.0,0,,5335.0,253.32,-212.93,0.0,0.83,0.09,-0.06,0.0,0.87,0.07,-0.06,0.0,-0.04,0.158,-0.176,0.0,[Fe/H],4.55,0.04,-0.08,0.0,19h55m53.32s,298.9721472,+44d07m56.46s,44.1323499,584.136,9.939,-9.618,15.03,0.229,-0.229,12.782,0.022,-0.022,14.8561,0.000306,-0.000306,,,0.523826187,,334.0686809,60.91868093,334.0686552485934,60.91865524859344,0
1453,kepler-1038 c,Kepler-1038 c,Kepler-1038,1,2,Transit,2021,Kepler,0,7.1276598,,,0.0,0.0692,,,0.0,1.416,,,0.0,0.126,,,0.0,2.59,,,0.0,0.00816,,,0.0,M-R relationship,0.0,,,0.0,89.24,18.97,-13.31,0.0,784.0,,,0.0,0,,5159.0,82.0,-82.0,0.0,0.82,0.06,-0.04,0.0,0.87,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.55,0.03,-0.06,0.0,19h55m53.32s,298.9721472,+44d07m56.46s,44.1323499,584.136,9.939,-9.618,15.03,0.229,-0.229,12.782,0.022,-0.022,14.8561,0.000306,-0.000306,,,0.069195558,,883.4143431,610.2643431,883.4142752364879,610.264275236488,0
1454,kepler-1039 b,Kepler-1039 b,Kepler-1039,1,1,Transit,2016,Kepler,0,0.93488424,8.7e-07,-8.7e-07,0.0,0.0184,,,0.0,1.46,0.09,-0.22,0.0,0.13,0.008,-0.02,0.0,2.73,,,0.0,0.00859,,,0.0,M-R relationship,0.0,,,0.0,668.13,14.46,-14.22,0.0,2080.0,,,0.0,0,,4870.0,194.18,-173.27,0.0,0.74,0.04,-0.04,0.0,0.79,0.05,-0.04,0.0,0.01,0.15,-0.164,0.0,[Fe/H],4.6,0.03,-0.04,0.0,19h53m18.39s,298.3266169,+45d18m55.52s,45.3154212,306.91,1.945,-1.921,14.438,0.069,-0.069,11.753,0.019,-0.019,14.0958,0.0003,-0.0003,,,0.017297689,,1536.317399,1263.167399,1536.317280594754,1263.1672805947542,0
1455,kepler-1040 b,Kepler-1040 b,Kepler-1040,1,1,Transit,2016,Kepler,0,201.1214,0.001945,-0.001945,0.0,0.6559,,,0.0,2.08,0.18,-0.1,0.0,0.186,0.016,-0.009,0.0,4.98,,,0.0,0.0157,,,0.0,M-R relationship,0.0,,,0.0,2.12,0.05,-0.04,0.0,300.0,,,0.0,1,,5694.0,78.24,-65.65,0.0,0.96,0.06,-0.05,0.0,0.98,0.04,-0.04,0.0,0.01,0.094,-0.102,0.0,[Fe/H],4.47,0.04,-0.06,0.0,18h52m27.30s,283.1137663,+48d07m52.60s,48.1312774,482.119,3.267,-3.223,13.614,0.16,-0.16,11.772,0.018,-0.018,13.3216,0.00036,-0.00036,,,0.667300379,,342.6725396,69.52253963,342.67251328405894,69.52251328405896,0
1456,kepler-1041 b,Kepler-1041 b,Kepler-1041,1,1,Transit,2016,Kepler,0,24.7576421,0.0001112,-0.0001112,0.0,0.1688,,,0.0,2.94,0.62,-0.53,0.0,0.262,0.055,-0.047,0.0,8.96,,,0.0,0.0282,,,0.0,M-R relationship,0.0,,,0.0,117.96,7.09,-6.63,0.0,644.0,,,0.0,0,,5957.0,107.73,-105.23,0.0,1.08,0.23,-0.11,0.0,1.06,0.07,-0.07,0.0,0.01,0.136,-0.175,0.0,[Fe/H],4.4,0.08,-0.15,0.0,19h35m31.62s,293.8817361,+49d40m59.31s,49.6831419,1485.82,38.14,-36.31,14.576,0.195,-0.195,13.034,0.033,-0.033,14.4422,0.000243,-0.000243,,,0.169504787,,749.546009,476.396009,749.5459513495491,476.39595134954914,0
1457,kepler-1042 b,Kepler-1042 b,Kepler-1042,1,1,Transit,2016,Kepler,0,10.13202575,3.028e-05,-3.028e-05,0.0,0.0756,,,0.0,2.19,0.11,-0.16,0.0,0.195,0.01,-0.014,0.0,5.43,,,0.0,0.0171,,,0.0,M-R relationship,0.0,,,0.0,25.66,7.91,-6.31,0.0,574.0,,,0.0,0,,4815.0,86.89,-79.62,0.0,0.72,0.03,-0.05,0.0,0.75,0.04,-0.05,0.0,-0.1,0.153,-0.195,0.0,[Fe/H],4.61,0.03,-0.03,0.0,19h14m40.55s,288.6689428,+39d49m26.38s,39.8239935,659.0,32.135,-48.908,16.004,0.149,-0.149,13.368,0.035,-0.035,15.6716,0.00153,-0.00153,,,0.083257833,,739.1739981,466.0239981,739.1739412291644,466.0239412291644,0
1458,kepler-1043 b,Kepler-1043 b,Kepler-1043,1,1,Transit,2016,Kepler,0,38.5053398,0.0001785,-0.0001785,0.0,0.2159,,,0.0,2.55,0.39,-0.24,0.0,0.227,0.035,-0.021,0.0,7.04,,,0.0,0.0221,,,0.0,M-R relationship,0.0,,,0.0,21.69,0.85,-0.82,0.0,532.0,,,0.0,0,,5629.0,73.19,-67.58,0.0,0.9,0.1,-0.07,0.0,0.92,0.05,-0.06,0.0,-0.11,0.155,-0.187,0.0,[Fe/H],4.5,0.05,-0.11,0.0,18h46m39.11s,281.6629579,+47d34m06.93s,47.5685927,903.332,15.483,-14.978,14.949,0.172,-0.172,13.195,0.021,-0.021,14.7617,0.000263,-0.000263,,,0.217045311,,571.7039878,298.5539878,571.7039438810532,298.5539438810532,0
1459,kepler-1044 b,Kepler-1044 b,Kepler-1044,1,1,Transit,2016,Kepler,0,6.77408868,1.867e-05,-1.867e-05,0.0,0.0741,,,0.0,2.67,0.62,-0.29,0.0,0.238,0.055,-0.026,0.0,7.61,,,0.0,0.0239,,,0.0,M-R relationship,0.0,,,0.0,218.5,21.33,-19.21,0.0,1058.0,,,0.0,0,,5985.0,112.26,-124.51,0.0,1.11,0.25,-0.12,0.0,1.08,0.08,-0.07,0.0,0.04,0.137,-0.163,0.0,[Fe/H],4.38,0.08,-0.16,0.0,19h32m34.66s,293.1444017,+46d39m58.38s,46.6662155,1278.96,41.32,-41.32,15.478,0.081,-0.081,13.903,0.073,-0.073,15.3061,0.000454,-0.000454,,,0.071886774,,1152.289434,879.1394337,1152.289345157111,879.139345157111,0
1460,kepler-1045 b,Kepler-1045 b,Kepler-1045,1,1,Transit,2016,Kepler,0,26.41045478,7.194e-05,-7.194e-05,0.0,0.1616,,,0.0,2.69,0.21,-0.16,0.0,0.24,0.019,-0.014,0.0,7.7,,,0.0,0.0242,,,0.0,M-R relationship,0.0,,,0.0,19.13,1.41,-1.3,0.0,512.0,,,0.0,0,,5301.0,56.01,-59.81,0.0,0.82,0.06,-0.05,0.0,0.86,0.04,-0.05,0.0,-0.03,0.146,-0.163,0.0,[Fe/H],4.55,0.04,-0.07,0.0,18h56m43.98s,284.1832668,+45d04m26.72s,45.0740897,942.485,23.959,-22.818,15.879,0.298,-0.298,13.757,0.056,-0.056,15.549,0.000499,-0.000499,,,0.16505318,,594.0036198,320.8536198,594.0035741718307,320.8535741718307,0
1461,kepler-1046 b,Kepler-1046 b,Kepler-1046,1,1,Transit,2016,Kepler,0,14.37508035,4.094e-05,-4.094e-05,0.0,0.1167,,,0.0,1.71,0.12,-0.11,0.0,0.153,0.011,-0.01,0.0,3.57,,,0.0,0.0112,,,0.0,M-R relationship,0.0,,,0.0,90.16,39.97,-23.14,0.0,786.0,,,0.0,0,,5913.0,72.81,-81.92,0.0,1.04,0.07,-0.06,0.0,1.04,0.04,-0.04,0.0,0.0,0.089,-0.092,0.0,[Fe/H],4.42,0.04,-0.06,0.0,19h47m01.39s,296.7558056,+46d59m53.81s,46.9982799,721.534,,,13.347,0.08,-0.08,11.73,0.018,-0.018,13.2479,0.00029,-0.00029,,,0.117226318,,878.0801509,604.9301509,878.0800834002629,604.9300834002629,0
1462,kepler-1047 b,Kepler-1047 b,Kepler-1047,1,2,Transit,2016,Kepler,0,56.1886887,0.0002756,-0.0002756,0.0,0.2939,,,0.0,2.09,0.26,-0.17,0.0,0.186,0.023,-0.015,0.0,5.02,,,0.0,0.0158,,,0.0,M-R relationship,0.0,,,0.0,28.85,1.0,-0.96,0.0,503.0,,,0.0,0,,5754.0,83.64,-75.6,0.0,1.13,0.14,-0.09,0.0,1.08,0.05,-0.04,0.0,0.29,0.065,-0.062,0.0,[Fe/H],4.37,0.07,-0.09,0.0,19h14m35.10s,288.6462564,+50d47m20.27s,50.7889645,817.647,9.964,-9.731,13.46,0.126,-0.126,11.803,0.026,-0.026,13.3291,0.000245,-0.000245,,,0.294564908,,561.2473787,288.0973787,561.2473355231158,288.0973355231158,0
1463,kepler-1047 c,Kepler-1047 c,Kepler-1047,1,2,Transit,2016,Kepler,0,3.18897601,2.038e-05,-2.038e-05,0.0,0.0434,,,0.0,0.99,0.13,-0.09,0.0,0.088,0.012,-0.008,0.0,0.937,,,0.0,0.00295,,,0.0,M-R relationship,0.0,,,0.0,1323.07,45.75,-43.84,0.0,1309.0,,,0.0,0,,5754.0,83.64,-75.6,0.0,1.13,0.14,-0.09,0.0,1.08,0.05,-0.04,0.0,0.29,0.065,-0.062,0.0,[Fe/H],4.37,0.07,-0.09,0.0,19h14m35.10s,288.6462564,+50d47m20.27s,50.7889645,817.647,9.964,-9.731,13.46,0.126,-0.126,11.803,0.026,-0.026,13.3291,0.000245,-0.000245,,,0.04350267,,1460.52587,1187.37587,1460.5257575745889,1187.375757574589,0
1464,kepler-1048 b,Kepler-1048 b,Kepler-1048,1,1,Transit,2016,Kepler,0,6.92101021,2.415e-05,-2.415e-05,0.0,0.059,,,0.0,1.61,0.09,-0.08,0.0,0.144,0.008,-0.007,0.0,3.22,,,0.0,0.0101,,,0.0,M-R relationship,0.0,,,0.0,96.98,2.53,-2.47,0.0,619.0,,,0.0,0,,4651.0,59.42,-62.38,0.0,0.7,0.03,-0.03,0.0,0.75,0.03,-0.04,0.0,0.01,0.149,-0.16,0.0,[Fe/H],4.62,0.02,-0.03,0.0,18h47m35.59s,281.8983042,+42d09m56.56s,42.1657112,556.006,5.9145,-5.9145,15.138,0.126,-0.126,12.447,0.016,-0.016,14.8444,0.000363,-0.000363,,,0.064576411,,796.9193885,523.7693885,796.919327278429,523.769327278429,0
1465,kepler-1049 b,Kepler-1049 b,Kepler-1049,1,1,Transit,2016,Kepler,0,3.27346074,5.31e-06,-5.31e-06,0.0,0.0349,,,0.0,0.95,0.1,-0.16,0.0,0.085,0.009,-0.014,0.0,0.809,,,0.0,0.00254,,,0.0,M-R relationship,0.0,,,0.0,50.43,5.09,-4.67,0.0,625.0,,,0.0,0,,3864.0,42.03,-41.5,0.0,0.49,0.03,-0.03,0.0,0.51,0.03,-0.03,0.0,-0.33,0.083,-0.078,0.0,[Fe/H],4.77,0.02,-0.03,0.0,19h09m23.27s,287.3469567,+47d46m22.47s,47.7729078,162.006,0.423,-0.423,14.695,0.069,-0.069,11.18,0.011,-0.011,14.1559,0.000352,-0.000352,,,0.034472172,,720.2238249,447.0738249,720.2237694849609,447.07376948496096,0
1466,kepler-105 b,Kepler-105 b,Kepler-105,1,2,Transit,2013,Kepler,0,5.4122,2e-05,-2e-05,0.0,0.066,0.003,-0.003,0.0,4.81,1.53,-1.53,0.0,0.429,0.136,-0.136,0.0,5.1,6.3,-4.1,0.0,0.016,0.02,-0.013,0.0,Mass,0.47,0.05,-0.47,0.0,341.81,9.16,-8.9,0.0,1418.0,228.0,-228.0,0.0,0,,6397.0,95.0,-95.0,0.0,1.58,0.53,-0.37,0.0,1.28,0.12,-0.19,0.0,-0.22,0.47,-0.48,0.0,[Fe/H],4.15,0.2,-0.23,0.0,19h11m32.94s,287.8872376,+46d16m34.04s,46.2761224,459.223,5.517,-5.391,12.981,0.092,-0.092,11.503,0.013,-0.013,12.8025,0.000231,-0.000231,,,0.065502776,,1556.96183,1283.81183,1556.961710740525,1283.811710740525,0
1467,kepler-105 c,Kepler-105 c,Kepler-105,1,2,Transit,2014,Kepler,0,7.1262,0.0002,-0.0002,0.0,0.0711,,,0.0,1.31,0.07,-0.07,0.0,0.117,0.006,-0.006,0.0,4.6,0.92,-0.85,0.0,0.01447,0.00289,-0.00267,0.0,Mass,0.0,,,0.0,161.0,19.0,-19.0,0.0,997.0,,,0.0,1,,5827.0,94.0,-94.0,0.0,0.89,0.04,-0.04,0.0,0.96,0.05,-0.05,0.0,-0.19,0.1,-0.1,0.0,[Fe/H],4.43,0.09,-0.06,0.0,19h11m32.94s,287.8872376,+46d16m34.04s,46.2761224,459.223,5.517,-5.391,12.981,0.092,-0.092,11.503,0.013,-0.013,12.8025,0.000231,-0.000231,,,0.071493996,,1025.534465,752.3844654,1025.5343866011224,752.3843866011224,0
1468,kepler-1050 b,Kepler-1050 b,Kepler-1050,1,2,Transit,2016,Kepler,0,15.3787546,6.915e-05,-6.915e-05,0.0,0.1313,,,0.0,1.6,0.48,-0.18,0.0,0.143,0.043,-0.016,0.0,3.19,,,0.0,0.01,,,0.0,M-R relationship,0.0,,,0.0,62.02,1.42,-1.39,0.0,1039.0,,,0.0,0,,6010.0,90.67,-99.65,0.0,1.13,0.29,-0.12,0.0,1.09,0.08,-0.07,0.0,0.03,0.141,-0.165,0.0,[Fe/H],4.37,0.08,-0.18,0.0,18h51m42.00s,282.9249847,+48d37m35.05s,48.6264015,490.488,3.509,-3.461,13.198,0.092,-0.092,11.717,0.019,-0.019,13.0723,0.000365,-0.000365,,,0.124555651,,877.0540736,603.9040736,877.0540062276613,603.9040062276613,0
1469,kepler-1050 c,Kepler-1050 c,Kepler-1050,1,2,Transit,2016,Kepler,0,21.1284569,0.000112,-0.000112,0.0,0.1622,,,0.0,1.48,0.35,-0.16,0.0,0.132,0.031,-0.014,0.0,2.79,,,0.0,0.00879,,,0.0,M-R relationship,0.0,,,0.0,40.64,0.93,-0.91,0.0,935.0,,,0.0,0,,6010.0,90.67,-99.65,0.0,1.13,0.29,-0.12,0.0,1.09,0.08,-0.07,0.0,0.03,0.141,-0.165,0.0,[Fe/H],4.37,0.08,-0.18,0.0,18h51m42.00s,282.9249847,+48d37m35.05s,48.6264015,490.488,3.509,-3.461,13.198,0.092,-0.092,11.717,0.019,-0.019,13.0723,0.000365,-0.000365,,,0.153931621,,789.1022981,515.9522981,789.102237425344,515.952237425344,0
1470,kepler-1051 b,Kepler-1051 b,Kepler-1051,1,1,Transit,2016,Kepler,0,25.96200249,8.634e-05,-8.634e-05,0.0,0.1891,,,0.0,3.4,1.23,-0.67,0.0,0.303,0.11,-0.06,0.0,11.5,,,0.0,0.0361,,,0.0,M-R relationship,0.0,,,0.0,87.46,3.06,-2.95,0.0,850.0,,,0.0,0,,6675.0,270.59,-222.6,0.0,1.73,0.62,-0.34,0.0,1.43,0.22,-0.16,0.0,0.04,0.13,-0.166,0.0,[Fe/H],4.12,0.14,-0.21,0.0,19h40m37.95s,295.1581062,+40d53m55.75s,40.8988186,829.343,10.36,-10.112,13.212,0.057,-0.057,12.01,0.025,-0.025,13.1159,0.000276,-0.000276,,,0.193320523,,1004.323435,731.1734347,1004.3233574557211,731.1733574557211,0
1471,kepler-1052 b,Kepler-1052 b,Kepler-1052,1,2,Transit,2016,Kepler,0,34.8538276,0.000126,-0.000126,0.0,0.2046,,,0.0,2.93,0.54,-0.31,0.0,0.261,0.048,-0.028,0.0,8.91,,,0.0,0.028,,,0.0,M-R relationship,0.0,,,0.0,20.98,1.03,-0.98,0.0,522.0,,,0.0,0,,5888.0,160.5,-173.27,0.0,1.03,0.19,-0.11,0.0,1.03,0.08,-0.07,0.0,0.0,0.15,-0.175,0.0,[Fe/H],4.42,0.08,-0.13,0.0,19h41m22.26s,295.34273,+46d36m07.97s,46.6022134,943.444,17.198,-17.198,14.932,0.092,-0.092,13.305,0.034,-0.034,14.8614,0.000548,-0.000548,,,0.210888656,,657.1713752,384.0213752,657.1713246854996,384.0213246854996,0
