,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,label
0,112.357708,-12.69596,-5.964,-0.076,2459229.630046,2.1713484,2.0172196,656.8860989,5.8181633,22601.9485814,3127.2040524,9.604,485.735,10249.0,4.19,2.16986,0.0
2,104.726966,-10.580455,-1.462,-2.249,2459224.687802,1.8675574,1.408,1500.0,23.7529,2860.61,2037.0,9.299501,943.109,8924.0,4.308429111592632,5.73,0.0
3,110.559945,-25.207017,-0.939,1.64,2458493.3957,2.74323,3.167,383.41,10.743430929724102,1177.36,1631.0,9.3003,7728.17,5388.5,4.15,1.5313770561166058,0.0
4,122.178195,-48.802811,-4.496,9.347,2459987.047262,3.5730141,3.37,755.0,11.3113,54679.3,4260.0,9.1355,356.437,9219.0,4.14,2.15,0.0
5,120.704811,-11.101521,-26.932,-2.901,2458492.5552,4.55072,2.599,3620.0,6.54449,254.05,1112.0,9.1309,100.711,5613.0,4.308429111592632,1.09,0.0
6,124.359239,-27.273521,-29.1,-6.8,2459229.984579,2.5047918,4.3797563,2270.5402194,8.6950898,1750.932635,1649.8220699,9.2386,417.32284119919717,6616.0,4.308429111592632,1.53429,0.0
8,109.382839,13.395219,-17.9,1.3,2460258.236122,2.0483755,2.767,483.0,3.19621,5644.4,1461.4867675239982,8.9362,144.297,6858.5,4.2,1.57,0.0
10,318.737012,-55.871863,12.641,-16.011,2459036.904104,1.4303691,1.6438728,19151.2162143,13.2504933,1281.241792,1525.9050967,12.4069,375.31,5600.0,4.48851,0.890774,1.0
11,112.293981,-21.832912,-5.746,4.502,2459228.878101,0.6808702,2.4634563,1507.8006889,5.9115908,87140.6995884,4382.0266062,8.45086,485.122,9438.0,4.308429111592632,1.0,0.0
14,107.286063,-31.933523,-3.973,7.061,2459232.248322,5.4255548,3.9637474,14939.6342222,10.743430929724102,273.5880696,1037.2753045,7.6095,510.295,8868.7,4.308429111592632,1.5313770561166058,0.0
15,103.561602,-34.22282,-13.063,9.737,2459985.657041,1.4095184,0.9484999,2841.5103258,10.743430929724102,1650.422071,1625.6180218,7.678,224.672,9307.0,4.308429111592632,1.5313770561166058,0.0
16,122.895964,-27.971896,1.566,-17.974,2459963.610065,1.3730466,2.5708515,1301.5065338,42.1479417,3160.6328329,1912.3318636,10.7069,906.496,4897.0,4.308429111592632,6.7996101,0.0
17,116.110771,-36.098285,-9.231,11.614,2459238.831138,12.6889415,7.9201001,3232.8527885,14.0608342,425.1594177,1158.1310368,10.6257,368.646,7601.0,4.31,1.53641,0.0
18,124.726411,-37.78325,-11.278,9.593,2458518.96536,1.10422,2.37,14177.7,21.0448,39459.3,3926.0,10.6019,406.997,6995.2,4.07,1.61,0.0
19,111.716019,-50.266567,-8.018,11.56,2458492.78078,4.95912,2.509,7440.0,22.9123,673.55,1419.0,10.6254,360.541,5889.0,3.86,2.0,0.0
21,87.139821,-63.988329,-15.641,26.046,2460187.916571,4.4119378,3.65,15062.0,15.4706,653.252,1408.0,9.7109,175.631,6280.0,4.32092,1.21,1.0
22,128.381976,-43.828421,-5.814,4.328,2458521.29108,3.28892,3.793,10518.9,10.743430929724102,29832.6,3661.0,10.7173,906.827,8734.2,4.1,1.5313770561166058,0.0
23,119.30075,-42.999149,-3.211,-15.082,2458492.90429,1.90879,1.909,618.482,3.34688,985.807,1561.0,10.5551,235.974,6022.6,4.52,1.22,0.0
25,120.837688,-51.345626,-23.366,22.652,2459303.303969,1.3214483,3.435,2180.0,21.8839,35623.2,3827.0,9.697,316.398,5050.8,3.56,2.99,0.0
26,86.820714,-72.422611,1.128,11.563,2458339.72276,18.0157,2.524,610.0,21.644,7.64364,463.0,10.0814,692.266,4709.0,4.308429111592632,7.61,0.0
28,125.434634,-51.759442,47.228,-6.325,2459237.459734,14.2694372,6.9350494,1246.3921871,3.7255381,51.2588496,682.4360542,9.9138,105.677,5690.0,4.58,0.853898,0.0
32,157.098337,-51.705409,30.65,-33.906,2458544.48066,1.01606,2.843,240.0,1.20704,2784.04,2023.0,7.9059,23.7748,4634.0,4.64,0.68,0.0
33,88.73909,-65.958839,1.8381499003984059,-14.920173306772908,2458365.89313,36.22214,5.107,7170.0,10.743430929724102,4144.881652659686,1461.4867675239982,6.841,417.32284119919717,5852.984551827742,4.308429111592632,1.5313770561166058,0.0
34,312.457488,-24.428694,10.426,15.62,2458327.25256,3.547854,3.494333,10424.3718,14.581841,1212.004376,1504.858953,11.5232,411.211,6351.0,4.22896,1.4,1.0
35,155.831478,-57.590248,-26.184,22.489,2460054.783937,12.1246519,4.612,7279.0,17.6729,207.32,1057.0,9.5706,78.41273,4807.6,4.17,1.07,0.0
36,140.88389,-67.026006,-23.901,3.03,2459282.239861,5.6496834,2.5612882,1194.3338558,6.7892616,1226.2203257,1509.2524073,9.7318,270.771,6415.4,3.98,1.9220001,0.0
38,87.282586,-60.498444,8.9,20.7,2459179.54455,29.0162503,6.507,1440.0,9.84223,159.189,1461.4867675239982,10.0163,219.94,6113.1,4.308429111592632,2.01,0.0
39,134.441752,-49.000578,-4.837,4.109,2459283.337537,3.6344692,2.5339234,628.699015,4.2048368,5420.178349,2188.3820499,9.8174,363.44,9810.0,4.43,1.60776,0.0
42,147.385172,-63.306478,-19.687,10.953,2459308.305635,1.2013272,3.4475374,427.3925883,3.7397226,22275.435005,3115.8482486,9.0211,279.698,9158.0,4.32,1.7416101,0.0
43,128.454638,-49.940347,-15.5,7.0,2459273.371643,3.2235985,2.159,680.0,5.51341,2064.8,1461.4867675239982,8.7157,280.765,8904.0,4.09,2.17,0.0
45,319.949697,-58.148933,10.552,-10.658,2460150.608677,4.0872956,5.586113,3572.1712499,13.6237732,2242.3605401,1755.0767383,9.8638,316.678,6036.0,3.93359,2.2186699,1.0
46,128.61421,-61.488262,-11.78,6.725,2458520.65674,2.55555,1.566,340.0,11.5901,3520.68,2145.0,8.3854,732.432,10037.0,4.308429111592632,6.04,0.0
47,138.402252,-55.19791,-14.189,14.261,2459261.801216,8.30792,3.228,8350.0,43.1068,2276.25,1924.0,8.0981,305.034,9081.0,3.83,3.05,0.0
49,128.302319,-52.714202,-9.496,14.659,2459985.770425,1.4415577,2.349,507.0,3.61078,16861.8,3174.0,9.5719,208.055,6902.0,4.25,1.52,0.0
51,159.887704,-32.51188,-34.609,14.667,2459301.544126,3.7039994,4.277,7590.0,17.57,3546.13,2149.0,9.6306,300.696,7013.8,4.21,1.9,0.0
52,126.419468,-60.907514,-1.536,-9.979,2459987.448994,1.3042588,1.643,747.4366999,5.38606,7170.41,2563.0,10.0119,301.298,6762.0,4.11,1.75,0.0
53,144.581535,-67.505097,-35.412,24.084,2458544.79061,0.62627,0.666,1880.0,5.72162,3235.57,2101.0,10.2355,134.926,5622.0,4.5,0.93,0.0
54,136.527702,-54.903922,-10.863,7.063,2458518.376,0.30412,0.748,1330.0,10.417,280833.0,6413.0,8.802,440.426,11892.0,4.14,2.52,0.0
55,253.768848,-28.710584,-8.568,-5.562,2459363.821393,2.1805277,2.969175,16340.1353205,16.808853,1770.4650539,1654.404068,11.0657,314.995,6599.0,4.21017,1.2714601,1.0
56,337.457824,-48.003099,91.976,-6.861,2459084.58501,2.1846669,2.86528,11708.0228549,13.7028527,1362.1381428,1549.4409801,9.4995,137.544,5630.0,4.37759,1.23824,1.0
57,239.962248,-28.061794,-8.1,-9.639,2459355.54563,3.7354838,4.142,17030.0,21.2315,1292.19,1670.0,11.0261,405.908,6650.0,4.1639,1.57,1.0
59,337.510274,-75.646561,-63.327,-1.942,2458332.941229,9.139804,3.0912936,358.4157801,3.0629855,243.011763,1006.9932829,9.0197,129.804,5958.2,4.34,1.58,1.0
60,290.977117,-33.351416,-18.692,-8.192,2458657.999179,5.742625,2.860293,1105.760867,13.088532,4144.881652659686,1461.4867675239982,8.8849,263.729,5664.0,3.26574,3.86959,0.0
61,302.114174,-54.317501,1.594,-15.903,2460122.700139,15.5077855,4.565,513.0,2.43432,88.0718,853.0,8.4362,88.4343,6122.0,4.30881,1.17,1.0
62,293.286615,-54.532728,108.439,-82.632,2460128.652048,17.4713142,4.05,1118.0,3.1646,61.9515,781.0,8.0888,57.2651,5783.54,4.49925,0.97,1.0
67,68.959816,-64.027039,10.845,-0.499,2460201.638583,2.8493825,3.567,8049.0,16.3869,2005.83,1864.0,10.3157,364.411,6900.0,4.438,1.77,1.0
69,284.688908,-41.242483,24.978,-71.79,2458654.253249,0.540933,1.674337,257.347459,2.28501,4144.881652659686,1461.4867675239982,9.7345,133.171,5525.0,4.25342,1.21935,0.0
70,38.120968,-78.023683,107.847,30.732,2460177.200429,4.1150576,1.08,487.0,2.30057,77.3573,826.0,9.478,82.1733,5394.0,4.50942,0.89,1.0
72,296.003935,-47.56203,-3.457,-100.891,2458656.668478,6.4438657,1.9309449,1121.9512275,2.460344,60.831305,712.2812841,10.0059,68.0726,4803.0,4.52079,0.737189,1.0
73,296.003935,-47.56203,-3.457,-100.891,2458664.490132,12.2265595,2.1904379,1206.3693293,2.6014766,25.8970378,575.3502049,10.0059,68.0726,4803.0,4.52079,0.737189,1.0
74,286.36675,-50.06735,7.315,-0.862,2458654.347994,2.160344,1.828854,19357.992992,22.503541,4144.881652659686,1461.4867675239982,13.2851,639.004,5780.0,4.32928,1.2,1.0
75,285.096517,-54.893341,3.99,-37.19,2458657.832537,4.606184,3.121643,13793.034867,12.962219,4144.881652659686,1461.4867675239982,11.9707,353.891,5670.0,4.3925,1.07,1.0
76,288.672005,-59.57935,3.125,6.146,2458656.987874,3.1316735,2.4579197,14915.6943722,9.4995191,148.6544991,890.5622134,13.1686,263.609,4351.0,4.438,0.76701,1.0
77,284.399762,-49.138513,11.096,-5.764,2458656.633231,3.180362,2.111521,21192.463324,13.446487,4144.881652659686,1461.4867675239982,13.2887,535.383,5498.0,4.47934,0.92,1.0
78,289.479212,-32.860124,-16.778,-31.803,2460147.378764,2.9776446,2.962,13022.0,14.4339,758.324,1461.0,10.4293,197.996,5703.0,4.25824,1.22,1.0
79,313.783239,-34.135751,26.376,-44.947,2460176.993334,3.9502008,4.444,13914.0,20.5357,1009.38,1570.0,9.6433,211.211,6153.0,4.18077,1.71,1.0
80,289.478541,-32.861327,1.8381499003984059,-14.920173306772908,2458655.579241,2.9776152,3.25697,43218.111683,26.88423,873.27,1386.5,15.7114,417.32284119919717,5740.0,4.29219,1.28,0.0
81,280.184169,-58.459388,-27.094,-30.897,2458655.395924,3.553814,2.056578,9979.266691,12.539744,4144.881652659686,1461.4867675239982,11.5803,290.198,5639.0,4.37172,1.07973,1.0
82,75.627307,-72.913998,1.679,32.797,2459211.732146,12.8379689,9.8464123,10539.0192794,25.4886382,374.129,1225.0,11.7106,703.878,5765.0,4.34773,2.4494,0.0
83,287.484402,-49.664942,3.827,4.878,2459036.472812,3.9228016,1.8736007,31510.9004906,13.3368705,91.167589,788.0973496,13.6699,300.67,4444.0,4.438,0.6983,1.0
85,309.971209,-65.449699,-99.737,-59.95,2458654.250006,0.6047427,0.988221,912.4406978,1.8764454,528.02,1222.6,11.1186,61.4592,4046.0,4.60963,0.653189,1.0
86,294.633694,-55.330269,5.382,-38.112,2458654.162996,2.5495659,2.5932887,14992.7247936,12.8879433,757.1265011,1337.863673,11.2474,248.46,5659.0,4.44653,1.03997,1.0
88,306.928646,-56.462287,424.414,-1230.62,2458654.105455,0.5182385,0.7499959,797.2618567,1.1403833,255.1432066,1019.3322198,10.1165,20.373,3325.0,4.88693,0.390989,1.0
90,316.96148,-26.09672,3.479,-10.313,2458328.08383,3.0440541,2.5984575,22236.0165376,12.1086799,315.9871326,1075.3184542,13.163,421.855,5523.0,4.52192,0.809868,1.0
95,268.890707,-61.7474,1.031,-17.577,2459388.903698,1.3484955,2.4052414,18542.7758196,15.9189668,2706.9622213,1839.6715758,12.2851,494.182,6346.0,4.38484,1.14759,1.0
98,238.001011,-76.49349,-5.338,-9.267,2458630.77194,9.30992,3.464,2220.0,14.2968,215.208,1067.0,9.4142,416.25,6907.0,3.63,3.09,0.0
100,228.84306,-52.885989,-10.161,-5.871,2458643.10264,4.73703,3.902,2410.0,25.7144,53821.0,4243.0,10.3918,778.127,11600.0,4.13,2.48,0.0
101,313.215475,-25.687376,1.053,-9.881,2458326.127889,2.7667479,2.5998083,14853.8243821,12.0222507,505.8869654,1209.5758909,13.2366,513.011,5346.0,4.48823,0.984866,1.0
102,242.016315,-68.588832,5.989,2.514,2458628.96316,2.19296,4.586,4933.74,22.7769,31883.5,3722.0,10.0196,566.502,7009.8,3.6,2.95,0.0
104,217.022882,-64.634285,-49.039,-21.072,2458601.38096,1.1923,3.119,3730.0,30.666,40771.2,3958.0,9.0039,209.919,6534.0,3.95,2.04,0.0
105,215.805264,-63.045983,-3.135,-4.442,2458601.33791,11.47606,6.083,3050.0,10.743430929724102,4144.881652659686,1461.4867675239982,10.0067,1710.22,5852.984551827742,4.308429111592632,1.5313770561166058,0.0
108,133.826684,-73.173308,-21.883,19.084,2459307.93577,0.9209526,1.8602735,360.8801529,5.7349089,32740.3629399,3430.7622437,10.11,490.288,6553.0,3.65,2.8908899,0.0
109,189.775859,-74.57402,-50.359,-6.874,2459376.410637,9.1885056,2.482,420.0,2.17371,72.0326,811.0,8.7215,79.5561,5876.0,4.48,0.98,1.0
110,189.775859,-74.57402,-50.359,-6.874,2459344.461827,13.9028391,2.1264429,647.2701039,2.6136848,77.4841883,756.6987586,8.7215,79.5561,5876.0,4.48,0.983215,1.0
111,192.589285,-88.121111,-18.776,-18.086,2458629.909082,10.1826983,2.8275109,667.4752458,3.0538057,198.394783,957.1991659,8.7581,105.096,6153.0,4.34814,1.14582,1.0
112,328.718171,-77.338802,224.864,-186.625,2460140.220927,6.441006,1.812,914.0,2.56374,87.8902,853.0,7.3661,23.606,4867.0,4.438,0.8,1.0
113,5.618525,-59.942589,-22.309,-4.893,2458328.040318,3.1743474,2.6515124,15154.038161,14.4066833,718.9106151,1320.652244,11.6714,342.14,5943.0,4.42524,1.15706,1.0
115,319.551469,-77.529113,16.363,-5.515,2459037.441764,2.6690078,1.7690728,3344.0407571,10.2264744,1697.6918898,1637.1349048,10.5891,262.794,5803.5,4.07,1.56013,0.0
116,263.003209,-76.858265,-33.273,-100.013,2458627.80423,6.63371,2.122,1555.34,2.75375,4144.881652659686,1461.4867675239982,10.5652,58.0624,4138.1,4.54,0.63,0.0
119,146.053969,-89.471513,-18.368,8.978,2459369.694909,10.8681705,2.33,1420.0,2.86547,15.9782,556.0,10.2809,79.5225,4664.0,4.55,0.76,1.0
121,155.607863,-82.218869,9.065,2.896,2459336.073646,4.0782392,4.8475616,6046.6959687,13.898174,1619.0081232,1617.8267296,10.0068,281.314,6501.0,4.08,1.74836,1.0
122,274.221618,-68.197779,6.355,-13.85,2458655.54872,7.14386,1.467,11146.4,22.1531,4144.881652659686,1461.4867675239982,9.941,417.08,7860.0,4.15,1.91,0.0
123,30.198486,-77.610376,58.003,-33.25,2459083.35168,7.04083,2.979,1580.0,8.46404,852.336,1505.0,9.7906,102.238,5317.0,4.49,0.91,0.0
124,0.774487,-62.469317,2.894,4.911,2458326.105486,2.1061569,1.4688934,12142.2238514,13.086872,691.8428073,1308.0417533,13.183,508.842,5380.0,4.4337,0.940697,1.0
125,286.791829,-58.697242,3.879,-6.843,2460146.990136,2.4545635,2.321,4248.0,11.1276,2162.73,1899.0,9.6789,243.838,6610.0,4.15,1.64,0.0
126,291.373783,-60.941042,15.517,-8.387,2460131.889805,11.4756978,0.808,8341.0,14.1098,11.4585,512.0,9.3871,312.461,7262.0,4.0,2.13,0.0
127,163.628917,-87.269735,-5.215,-8.358,2458626.54168,2.78186,2.456,490.0,4.92567,1323.21,1680.0,9.5162,292.085,6819.0,3.92,2.21,0.0
128,328.710839,-77.337433,247.896,-157.626,2460140.221205,6.4410082,1.798,7076.0,4.59203,8.2114,471.0,9.66865,23.8853,3469.0,4.71,0.53,0.0
133,277.432937,-44.625506,-0.54,-5.003,2458660.16316,4.13812,3.911,5560.0,10.743430929724102,613.964,1386.0,10.5084,417.32284119919717,4898.4,4.308429111592632,1.5313770561166058,0.0
135,55.933639,-65.19378,21.126,16.543,2460069.773646,2.4997996,2.865171,14621.2059647,13.8516093,907.8624196,1399.9894384,11.6035,302.448,5650.0,4.28867,1.13732,1.0
136,293.389272,-45.892667,11.184,3.978,2458656.45082,1.66226,3.321,6030.0,13.3343,7149.89,2561.0,10.4063,386.323,7301.0,4.23,1.64,0.0
137,269.648642,-46.065523,2.307,-2.24,2458658.61052,4.07611,2.062,1454.18,10.743430929724102,4144.881652659686,1461.4867675239982,11.0605,338.644,5852.984551827742,4.308429111592632,1.5313770561166058,0.0
138,281.369481,-52.262928,4.1,-24.9,2460115.852574,3.6245513,3.042,1299.0,4.3503,919.571,1461.4867675239982,10.2934,249.826,6317.0,4.308429111592632,1.38,0.0
142,279.062469,-43.620606,6.138,10.755,2460122.432108,1.6268695,3.231,1502.0,2.36498,1946.23,1850.0,10.3579,97.8115,5034.0,4.64,0.73,0.0
143,292.195297,-36.00026,1.909,-0.117,2458657.63073,2.32439,4.453,2704.18,10.743430929724102,4144.881652659686,1461.4867675239982,7.3163,177.741,8268.5,3.93,1.5313770561166058,0.0
144,289.761799,-43.074223,17.105,-55.58,2458663.15245,13.5499,1.795,1180.0,6.24633,31.6652,660.0,9.7298,222.529,6209.0,4.09,1.63,0.0
145,284.157959,-29.398357,17.883,-14.764,2458659.06927,4.43651,3.365,1520.0,19.9664,8233.41,2653.0,8.7823,247.414,7101.9,3.91,2.32,0.0
146,332.714337,-30.749719,-0.71,-14.516,2458327.053085,3.372877,2.63426,17163.60419,14.201803,615.165921,1270.187448,12.1893,448.637,6050.0,4.45061,1.02,1.0
147,286.376004,-41.43764,12.538,-27.18,2460144.137122,8.34998,1.836,16680.0,11.1424,19.9348,588.0,10.1429,58.2609,4236.0,4.52,0.74,1.0
148,286.376004,-41.43764,12.538,-27.18,2460126.924264,4.0686405,1.8373729,2650.0950013,3.7548333,84.108766,772.378302,10.1429,58.2609,4236.0,4.52,0.741921,1.0
150,298.781281,54.781445,-7.484,-20.775,2460351.800169,1.5502952,2.938,411.0,3.34528,10796.6,2839.0,9.2293,286.668,7851.0,4.17,1.86,0.0
151,294.824079,31.958037,-5.049,-28.421,2458684.2349,1.80709,3.297,450.0,4.86242,7233.01,2569.0,9.11458,233.369,6244.0,3.84,2.2,0.0
152,290.02096,36.637774,21.767,15.98,2460333.437983,18.6922101,7.765,11126.0,18.1458,282.175,1141.0,9.03609,170.732,6277.0,4.09,1.65,0.0
153,193.39637,85.129495,16.883,5.076,2460337.864504,8.0277431,5.005,5709.0,9.34528,901.305,1526.0,9.02855,114.048,5962.7,4.38,1.15,1.0
154,192.184898,64.855276,0.937,-10.171,2459612.447691,12.5187279,5.38,2320.0,5.58857,626.362,1393.0,8.9361,84.5362,5729.0,4.47,0.98,1.0
155,192.184898,64.855276,0.937,-10.171,2460366.026514,6.2586065,3.201,813.0,2.51593,232.392,1087.0,8.9361,84.5362,5729.0,4.47,0.98,1.0
156,192.184898,64.855276,0.937,-10.171,2459594.183463,26.3208756,4.414,800.0,2.71349,26.4328,631.0,8.9361,84.5362,5729.0,4.47,0.98,1.0
157,192.184898,64.855276,0.937,-10.171,2458697.755807,18.8047556,4.5912749,628.5897125,2.5408067,48.4454274,672.8727606,8.9361,84.5362,5729.0,4.47,0.977727,1.0
159,291.463084,25.189437,1.467,-4.587,2458684.20504,0.64971,2.076,620.0,6.23181,83182.0,4731.0,8.90601,395.12,9994.0,4.02,2.59,0.0
161,63.374706,-69.226593,63.134,53.433,2459363.488348,3.2887878,3.4163602,6985.0891761,10.4354627,759.3379892,1338.839545,10.6103,216.526,5800.0,4.28004,1.24175,1.0
162,264.961539,56.078974,-4.979,13.371,2459400.983335,13.7429532,2.4486586,5400.6190333,15.9133312,157.5829962,903.6434146,8.88797,121.182,5941.5,4.308429111592632,1.3420399,0.0
163,247.534722,80.307766,-18.335,66.536,2460289.874408,16.9487087,4.2887767,156467.5479643,45.2204505,78.263287,758.5937679,8.8523,97.3391,5894.7,4.37,1.1179,0.0
164,290.708965,56.615386,6.716,-14.218,2460335.937572,3.3686634,3.012,3288.0,42.2321,9856.24,2775.0,8.64028,299.294,7518.0,3.82,2.68,0.0
165,182.538652,77.352264,-36.299,4.191,2460352.734057,11.2071839,4.366,3276.0,17.4989,813.063,1487.0,8.63287,191.984,6152.0,3.84,2.24,0.0
166,297.710176,48.081864,125.984,232.988,2460349.059171,4.8878023,2.18,4310.0,5.28325,65.1925,791.0,8.5077,37.7647,4757.3,4.56,0.76,1.0
167,291.92142,36.529898,6.892,6.137,2458685.81643,2.97164,1.534,7350.0,10.743430929724102,3089.18,2076.0,8.5011,438.395,8562.5,4.308429111592632,1.5313770561166058,0.0
168,292.286802,30.297329,2.072,-1.714,2459420.415267,0.660179,1.6349369,473.0939303,6.1672487,252487.7638842,5717.1532477,8.40386,411.307,8598.7,4.1,2.62432,0.0
169,266.962207,83.428826,0.631,34.935,2460331.315598,10.9278415,2.468,2743.0,49.1695,270.142,1129.0,8.36544,218.258,6259.0,3.59,2.92,0.0
170,161.909027,71.655727,-56.184,-34.808,2460361.366521,5.5514888,4.335,9493.0,15.8043,802.858,1482.0,7.9179,96.5173,6403.9,4.16,1.55,1.0
172,6.70264,-56.316102,21.46,7.316,2458329.902014,4.7423785,2.5318098,12264.0798735,10.3896303,209.7694575,970.6335828,13.0417,453.808,5377.0,4.42476,0.877585,1.0
173,307.8599,39.938916,16.728,21.478,2458683.457596,1.4810903,4.1588291,6788.5145388,20.3402421,33326.7304874,3446.0210572,7.58204,204.455,9435.0,4.11,2.28773,1.0
174,294.661413,31.2192,3.096,-6.157,2460337.986375,3.4741012,3.317,15748.0,21.2912,3453.07,2084.3330866,7.55216,136.426,8894.8,4.38,1.62,1.0
178,309.275852,32.471019,1.8381499003984059,-14.920173306772908,2458683.92594,1.32003,3.175,552.468,10.743430929724102,4144.881652659686,1461.4867675239982,9.711,417.32284119919717,5852.984551827742,4.308429111592632,1.5313770561166058,0.0
179,300.419309,26.971662,-1.163,-2.205,2459443.850453,1.6865822,2.429,1770.0,10.743430929724102,4144.881652659686,1461.4867675239982,9.7032,6079.49,5852.984551827742,4.308429111592632,1.5313770561166058,0.0
180,144.341393,68.458705,-13.626,10.98,2459603.765773,13.0727479,3.044,4080.0,35.7944,221.343,1074.0,9.6043,432.113,5709.8,3.37,3.59,0.0
181,293.427359,29.596296,5.169,-0.368,2458685.4338,2.92564,4.027,6572.91,11.6113,4144.881652659686,1461.4867675239982,9.5967,417.32284119919717,4884.5,4.308429111592632,1.3,0.0
182,282.42081,48.098942,4.164,-0.766,2458683.94707,0.73774,0.636,524.852,5.28215,4144.881652659686,1461.4867675239982,9.5937,292.83,6449.5,3.94,2.1,0.0
183,357.846434,-70.152862,96.185,-1.747,2459037.52846,2.7985794,2.3401436,16701.5502513,11.7640752,332.5563668,1089.1459134,11.0443,149.942,4920.0,4.49371,0.906655,1.0
184,301.317709,30.67067,-3.195,-6.194,2459446.146751,2.3664127,2.591,300.0,10.743430929724102,4144.881652659686,1461.4867675239982,9.577,2320.13,5852.984551827742,4.308429111592632,1.5313770561166058,0.0
185,286.971388,46.868246,-4.401,-15.78,2460366.015957,1.7635873,3.3034223,7801.5687927,10.743430929724102,4461.158464,2084.4028681,10.2306,519.096,7986.1,4.308429111592632,1.5313770561166058,1.0
188,307.336613,37.508561,2.318,-4.536,2459822.312844,3.2077145,2.708,9640.0,10.743430929724102,4144.881652659686,1461.4867675239982,9.329701,827.868,5852.984551827742,4.308429111592632,1.5313770561166058,0.0
189,232.146641,66.35871,0.434,-12.217,2460352.823449,2.2552845,2.05,20820.0,14.688,549.715,1348.0,9.76703,126.261,5787.0,4.5,0.96,1.0
190,293.764981,37.53859,-2.77,-79.214,2458684.93372,1.88327,2.472,846.992,3.79016,4144.881652659686,1461.4867675239982,9.7604,153.743,5900.4,4.39,1.18,0.0
191,198.152378,71.618139,-61.39,2.78,2458689.11633,15.196,1.792,1970.0,4.96345,4144.881652659686,1461.4867675239982,10.3874,209.618,5807.0,4.308429111592632,1.14,0.0
192,301.710466,38.431023,8.657,-3.67,2460363.632024,2.1358631,1.559,10325.0,23.6019,1540.95,1745.0,10.381,274.162,5969.0,4.17,1.5,0.0
194,15.006077,-58.904724,22.522,7.594,2459063.655791,3.5862962,3.3710943,5729.3246858,16.4747611,1787.5955937,1658.3915202,11.7806,603.955,5704.8,3.84,2.00441,1.0
195,300.805115,52.040842,-5.735,-5.495,2458683.48115,0.91397,1.955,883.802,10.9073,12286.1,2933.0,10.349,880.107,7875.0,3.61,3.34,0.0
196,299.273862,35.988359,3.425,0.583,2458684.23414,11.18644,3.227,4181.94,14.9183,4144.881652659686,1461.4867675239982,10.3075,482.763,7266.0,4.06,2.1,0.0
197,282.474539,55.26639,0.76,-8.188,2458687.79632,7.85694,5.935,19580.4,10.743430929724102,4144.881652659686,1461.4867675239982,10.3018,875.061,5852.984551827742,4.308429111592632,1.5313770561166058,0.0
198,197.683097,70.768012,57.651,-92.555,2460341.784305,7.0643978,2.424,8268.0,9.39131,104.311,890.0,10.2938,132.353,5429.6,4.44,0.96,1.0
200,289.238688,31.323574,-9.775,-45.409,2459437.549479,7.5022708,2.605,1760.0,5.55812,129.866,940.0,10.2026,216.517,6229.0,4.31,1.27,0.0
202,297.30004,41.326844,1.815,0.92,2458684.33812,1.69127,3.206,718.149,10.743430929724102,4144.881652659686,1461.4867675239982,10.1617,602.899,9121.5,4.21,1.5313770561166058,0.0
203,279.101036,55.391781,184.868,-42.647,2459852.556351,2.6652139,3.422,710.0,2.32848,2660.44,2000.0,10.1358,36.7224,4043.4,4.69,0.56,0.0
205,349.559266,-56.903986,313.918,-20.177,2460175.749118,6.0344667,1.89,1800.0,4.44029,64.2648,788.0,9.179,94.1719,5586.0,4.36763,1.05,1.0
207,297.215817,64.354351,-5.676,0.188,2459933.703375,2.1031942,3.993,7124.0,16.7087,3297.3,2111.0,10.079,302.819,6122.0,3.93,1.93,1.0
208,201.614657,65.306346,-21.314,18.923,2460386.22206,7.6416041,2.654,6025.0,27.538,478.683,1303.0,10.0049,417.32284119919717,6496.7,4.308429111592632,2.05,0.0
209,286.74712,71.712377,-20.36,17.32,2460358.094788,5.9294073,3.315,10286.0,11.5196,456.893,1461.4867675239982,9.9478,112.868,5095.6,4.308429111592632,1.06,0.0
211,297.459433,34.829667,19.777,11.228,2458684.47451,1.19573,1.569,800.0,5.07792,1731.95,1797.0,9.94025,246.798,5997.0,4.0,1.73,0.0
214,306.730853,38.93227,6.103,2.194,2458687.19253,8.5112,3.486,4172.76,10.743430929724102,4144.881652659686,1461.4867675239982,9.886581,347.452,8156.0,4.35,1.5313770561166058,0.0
219,283.526697,37.720014,1.209,-2.212,2459441.423236,15.7335693,3.288,2540.0,24.3218,367.588,1219.0,9.7831,355.809,6800.0,3.91,2.21,0.0
221,301.41088,33.049205,7.326,-5.412,2460337.368138,2.2219839,1.996,4394.0,15.4416,7790.56,1461.4867675239982,10.4813,501.963,7166.8,4.308429111592632,1.87,0.0
223,291.12047,33.273702,-7.067,-2.648,2458686.84696,4.05135,2.4,1132.23,14.2359,4144.881652659686,1461.4867675239982,10.4717,500.014,4974.4,4.308429111592632,3.85,0.0
226,304.800032,32.581045,2.239,-0.113,2460363.175416,3.6127714,4.142,11794.0,19.3662,5011.92,2344.0,10.4219,470.878,8324.0,4.28,1.71,1.0
