,hostname,st_spectype,st_teff,st_rad,st_lum,sy_dist,sy_bmag,sy_vmag,b-v_index,abs_mag
1588,Gl 49,M1.5 V,3805.0,0.51,-1.306,9.8528,11.018,9.56,1.4580000000000002,9.59220166388448
1596,Gl 686,M1.0 V,3654.0,0.43,-1.523,8.15728,11.01,9.62,1.3900000000000006,10.06227315103137
1608,Gliese 12,M4 V,3253.0,0.27,-2.131,12.21,14.265,12.6,1.665000000000001,12.166421680275587
1638,HAT-P-11,K4,4780.0,0.75,-0.585,37.7647,10.556,9.46,1.0959999999999983,6.574569804782708
1648,HAT-P-12,K4,4650.0,0.7,-0.678,142.751,13.851,12.665,1.1860000000000017,6.892104203748198
1668,HAT-P-13,G4,5653.0,1.56,0.346,246.81,11.147,10.421,0.7260000000000009,3.459186239870715
1671,HAT-P-14,F5 V,6583.0,1.53,0.592,222.663,10.412,9.988,0.42400000000000126,3.2497597192941976
1684,HAT-P-15,G5,5568.0,1.08,0.0,192.516,13.022,12.41,0.6120000000000001,5.987665852259251
1693,HAT-P-16,F8,6158.0,1.24,0.294,226.637,11.38,10.911,0.4690000000000012,4.134345936085926
1706,HAT-P-17,K,5246.0,0.84,-0.319,92.3831,11.331,10.375,0.9559999999999995,5.547037343468292
1713,HAT-P-18,K2,4803.0,0.75,-0.569,161.4,13.662,12.597,1.0650000000000013,6.557482348069741
1720,HAT-P-19,K1,4990.0,0.82,-0.432,202.078,13.834,12.826,1.0079999999999991,6.2984048252655285
1727,HAT-P-2,F8,6380.0,1.39,0.53,127.774,9.15,8.72,0.4299999999999997,3.187787546431476
1743,HAT-P-20,K3,4595.0,0.69,-0.721,71.0374,12.539,11.231,1.3079999999999998,6.973564711535556
1751,HAT-P-21,G3,5588.0,1.1,0.025,277.278,12.56,11.459,1.1010000000000009,4.244422935876129
1759,HAT-P-22,G5,5302.0,1.04,-0.114,81.7647,10.618,9.763,0.8550000000000004,5.200170761841936
1778,HAT-P-23,G0,5905.0,1.2,0.199,364.813,13.051,11.937,1.1140000000000008,4.126648470582281
1784,HAT-P-24,F8,6373.0,1.32,0.408,415.344,12.208,11.762,0.44599999999999973,3.669960294546902
1793,HAT-P-25,G5,5500.0,0.96,-0.125,300.384,14.094,13.146,0.9479999999999986,5.757616019071192
1798,HAT-P-26,K1,5079.0,0.79,-0.42,141.837,12.326,11.757,0.5690000000000008,5.998052315448844
1805,HAT-P-27,G8,5300.0,0.9,-0.244,199.173,13.046,12.052,0.9939999999999998,5.555847675589804
1813,HAT-P-28,G3,5680.0,1.1,0.053,401.319,13.825,13.098,0.7269999999999985,5.080551392960238
1817,HAT-P-29,F8,6087.0,1.22,0.265,313.576,12.301,11.825,0.47600000000000087,4.343285920410379
1825,HAT-P-3,K,5185.0,0.82,-0.355,134.554,12.526,11.856,0.6699999999999999,6.2115169353537505
1928,HAT-P-4,G1 V,5860.0,1.59,0.428,320.451,11.831,11.118,0.7129999999999992,3.5891918440880684
1980,HAT-P-49,F,6820.0,1.83,0.814,350.351,10.625,10.205,0.41999999999999993,2.4824831928519995
1984,HAT-P-5,G,5960.0,1.17,0.187,303.336,12.923,11.954,0.9689999999999994,4.544380222209419
2047,HAT-P-57,A8 V,7500.0,1.5,0.806,279.86,10.961,10.639,0.32200000000000095,3.404295851018225
2085,HAT-P-65,G2,5835.0,1.86,0.555,738.519,13.818,13.121,0.6969999999999992,3.779191635213035
2089,HAT-P-66,G0,6002.0,1.88,0.615,935.456,13.552,13.014,0.5380000000000003,3.1588831755424636
2099,HAT-P-68,K,4508.0,0.67,-0.779,202.152,15.317,13.802,1.5150000000000006,7.273609787984281
2162,HATS-11,G0,6060.0,1.44,0.403,944.603,14.657,14.06,0.5969999999999995,4.183753397325196
2171,HATS-12,F,6408.0,2.21,0.863,746.138,13.258,12.831,0.4269999999999996,3.4669042064984588
2185,HATS-15,G9 V,5311.0,0.92,-0.204,1139.55,15.814,14.909,0.9049999999999994,4.625333072700171
2188,HATS-16,G3 V,5738.0,1.24,0.173,757.044,14.395,13.957,0.43799999999999883,4.561394391126592
2192,HATS-17,G V,5846.0,1.09,0.093,400.331,13.105,12.402,0.7030000000000012,4.389903892996074
2196,HATS-18,G V,5600.0,1.02,-0.032,624.368,14.83,14.188,0.6419999999999995,5.210796817122004
2204,HATS-2,K,5227.0,0.9,-0.268,341.925,14.53,13.565,0.9649999999999999,5.895345722031688
2209,HATS-22,K V,4803.0,0.69,-0.646,229.518,14.493,13.397,1.096,6.592916245750605
2214,HATS-23,G V,5780.0,1.2,0.155,639.004,14.596,13.84,0.7560000000000002,4.812482116309013
2217,HATS-24,F V,6346.0,1.17,0.292,494.182,13.393,12.915,0.47800000000000153,4.4455653865661
2221,HATS-25,G,5715.0,1.11,0.068,471.158,13.812,13.172,0.6399999999999988,4.80616715202591
2226,HATS-26,F,6071.0,2.04,0.704,861.843,13.553,13.006,0.5470000000000006,3.328859207093176
2232,HATS-27,F,6438.0,1.74,0.669,816.988,13.239,12.782,0.45700000000000074,3.2209216119037514
2235,HATS-28,G,5498.0,0.92,-0.157,535.383,14.706,13.981,0.7249999999999996,5.337677115347665
2240,HATS-29,G,5670.0,1.07,0.029,353.891,13.354,12.62,0.734,4.875652410039866
2245,HATS-3,F,6351.0,1.4,0.456,411.211,12.45,12.433,0.01699999999999946,4.362676381841576
2252,HATS-30,G,5943.0,1.06,0.097,342.14,12.795,12.283,0.5120000000000005,4.611980744775378
2275,HATS-36,G0 V,6149.0,1.16,0.215,856.436,15.06,14.364,0.6959999999999997,4.700525427855148
2294,HATS-4,G,5403.0,0.93,-0.187,416.459,14.293,13.516,0.7769999999999992,5.418138740196232
2338,HATS-5,G,5304.0,0.87,-0.268,246.384,13.439,12.598,0.8409999999999993,5.639937491818252
2360,HATS-54,G6 V,5621.0,1.23,0.115,748.585,14.729,13.937,0.7919999999999998,4.565794397212015
2428,HATS-7,K2,4985.0,0.81,-0.434,240.707,14.359,13.347,1.0120000000000005,6.439556399119887
2438,HATS-71,M3 V,3405.0,0.48,-1.56,140.225,17.217,16.437,0.7799999999999976,10.70287275659223
2479,HD 100655,G9 III,4861.0,9.3,1.633,137.178,7.469,6.4421,1.0269000000000004,0.7556776663501772
2507,HD 101930,K1V,5157.0,0.85,-0.337,30.0274,9.144,8.21,0.9339999999999993,5.822411353413587
2535,HD 102195,G8 V,5330.0,0.83,-0.334,29.3386,8.821,8.07,0.7509999999999994,5.732803069842893
2554,HD 102365,G3/5V,5630.0,0.96,-0.066,9.2894,5.549,4.89,0.6590000000000007,5.050061680357007
2599,HD 103891,F9,6072.0,2.22,0.786,55.5213,7.128,6.59451,0.5334900000000005,2.8722118683660853
2603,HD 103949,K3V,4848.0,0.72,-0.585,26.4997,9.658,8.7,0.9580000000000002,6.583795213161631
2615,HD 104067,K2V,4956.0,0.77,-0.469,20.3632,8.9,7.92,0.9800000000000004,6.375769866170503
2631,HD 10442,K0 IV,4912.0,1.97,0.31,135.374,8.8,7.828,0.9720000000000004,2.1703236923164395
2634,HD 104985,G9 III,4877.0,11.0,1.778,100.576,6.824,5.79389,1.0301099999999996,0.7814182033125698
2642,HD 105779,G2,5792.0,0.94,-0.108,55.2411,9.268,8.65,0.6180000000000003,4.938688410136323
2676,HD 106315,F5 V,6290.0,1.18,0.29,109.353,9.4,8.951,0.44899999999999984,3.7568464899459038
2682,HD 10647,F8V,6105.0,1.14,0.215,17.3357,6.053,5.52,0.5330000000000004,4.3252930861615155
2706,HD 106515 A,G5,5362.0,1.62,0.09,34.0915,8.793,7.971,0.8219999999999992,5.307769448623633
2823,HD 109749,G3 V,5824.0,1.22,0.19,63.0821,8.865,8.08,0.7850000000000001,4.08046928730292
2834,HD 10975,K0 III,4840.0,11.16,1.79,116.506,6.921,5.94188,0.97912,0.6101385405806949
