pl_name,pl_type
Kepler-154 e,Super+Earth
Kepler-154 f,Super+Earth
WASP-47 e,Super+Earth
Kepler-1035 b,Super+Earth
Kepler-1037 b,Super+Earth
Kepler-1039 b,Super+Earth
Kepler-1046 b,Super+Earth
Kepler-1047 b,Super+Earth
Kepler-1048 b,Super+Earth
Kepler-1050 b,Super+Earth
Kepler-1050 c,Super+Earth
Kepler-1055 b,Super+Earth
Kepler-1059 b,Super+Earth
Kepler-1061 b,Super+Earth
Kepler-1063 b,Super+Earth
Kepler-323 c,Super+Earth
Kepler-326 b,Super+Earth
Kepler-326 c,Super+Earth
Kepler-326 d,Super+Earth
Kepler-327 b,Super+Earth
Kepler-327 d,Super+Earth
Kepler-328 b,Super+Earth
Kepler-329 c,Super+Earth
Kepler-330 b,Super+Earth
Kepler-330 c,Super+Earth
Kepler-331 c,Super+Earth
Kepler-331 d,Super+Earth
Kepler-332 b,Super+Earth
Kepler-332 c,Super+Earth
Kepler-333 b,Super+Earth
Kepler-333 c,Super+Earth
Kepler-334 b,Super+Earth
Kepler-334 d,Super+Earth
Kepler-114 c,Super+Earth
Kepler-127 b,Super+Earth
Kepler-128 c,Super+Earth
Kepler-131 c,Super+Earth
Kepler-132 c,Super+Earth
Kepler-134 c,Super+Earth
Kepler-136 c,Super+Earth
Kepler-138 c,Super+Earth
Kepler-140 b,Super+Earth
Kepler-142 b,Super+Earth
Kepler-151 c,Super+Earth
Kepler-322 c,Super+Earth
Kepler-323 b,Super+Earth
Kepler-526 b,Super+Earth
Kepler-528 b,Super+Earth
Kepler-529 b,Super+Earth
Kepler-529 c,Super+Earth
Kepler-537 b,Super+Earth
Kepler-1012 b,Super+Earth
Kepler-1017 b,Super+Earth
Kepler-1019 b,Super+Earth
Kepler-1025 b,Super+Earth
Kepler-1028 b,Super+Earth
Kepler-1029 b,Super+Earth
Kepler-309 b,Super+Earth
Kepler-310 d,Super+Earth
Kepler-311 b,Super+Earth
Kepler-311 c,Super+Earth
Kepler-316 c,Super+Earth
Kepler-317 b,Super+Earth
Kepler-317 c,Super+Earth
Kepler-319 b,Super+Earth
Kepler-320 c,Super+Earth
Kepler-321 b,Super+Earth
Kepler-524 b,Super+Earth
K2-3 d,Super+Earth
Kepler-100 b,Super+Earth
Kepler-102 d,Super+Earth
Kepler-106 e,Super+Earth
Kepler-107 d,Super+Earth
Kepler-10 b,Super+Earth
Kepler-132 e,Super+Earth
Kepler-507 b,Super+Earth
Kepler-508 b,Super+Earth
Kepler-514 b,Super+Earth
Kepler-515 b,Super+Earth
Kepler-520 b,Super+Earth
Kepler-520 c,Super+Earth
Kepler-523 b,Super+Earth
Kepler-578 b,Super+Earth
Kepler-579 b,Super+Earth
Kepler-80 f,Super+Earth
Kepler-1002 b,Super+Earth
Kepler-1003 b,Super+Earth
Kepler-1005 b,Super+Earth
Kepler-1006 b,Super+Earth
Kepler-1007 b,Super+Earth
Kepler-1008 b,Super+Earth
Kepler-296 f,Super+Earth
Kepler-298 c,Super+Earth
Kepler-299 e,Super+Earth
Kepler-301 d,Super+Earth
Kepler-303 c,Super+Earth
Kepler-306 b,Super+Earth
Kepler-990 c,Super+Earth
Kepler-994 b,Super+Earth
Kepler-996 b,Super+Earth
Kepler-299 b,Super+Earth
Kepler-300 b,Super+Earth
Kepler-301 c,Super+Earth
Kepler-157 d,Super+Earth
Kepler-166 d,Super+Earth
Kepler-504 b,Super+Earth
Kepler-560 b,Super+Earth
Kepler-285 c,Super+Earth
Kepler-286 b,Super+Earth
Kepler-286 d,Super+Earth
Kepler-286 e,Super+Earth
Kepler-288 b,Super+Earth
Kepler-291 c,Super+Earth
Kepler-292 b,Super+Earth
Kepler-292 c,Super+Earth
Kepler-294 b,Super+Earth
Kepler-295 c,Super+Earth
Kepler-296 b,Super+Earth
Kepler-466 c,Super+Earth
Kepler-477 b,Super+Earth
Kepler-272 c,Super+Earth
Kepler-273 b,Super+Earth
Kepler-273 c,Super+Earth
Kepler-274 b,Super+Earth
Kepler-274 c,Super+Earth
Kepler-276 c,Super+Earth
Kepler-280 b,Super+Earth
Kepler-280 c,Super+Earth
Kepler-282 b,Super+Earth
Kepler-282 c,Super+Earth
Kepler-282 d,Super+Earth
Kepler-283 c,Super+Earth
Kepler-285 b,Super+Earth
Kepler-445 b,Super+Earth
Kepler-445 d,Super+Earth
Kepler-446 d,Super+Earth
Kepler-226 c,Super+Earth
Kepler-228 b,Super+Earth
Kepler-231 b,Super+Earth
Kepler-235 c,Super+Earth
Kepler-236 c,Super+Earth
Kepler-24 d,Super+Earth
Kepler-446 c,Super+Earth
Kepler-450 d,Super+Earth
Kepler-452 b,Super+Earth
Kepler-808 b,Super+Earth
Kepler-810 b,Super+Earth
Kepler-92 d,Super+Earth
TRAPPIST-1 b,Super+Earth
TRAPPIST-1 c,Super+Earth
Kepler-260 c,Super+Earth
Kepler-261 c,Super+Earth
Kepler-262 c,Super+Earth
Kepler-265 b,Super+Earth
Kepler-267 b,Super+Earth
Kepler-270 b,Super+Earth
Kepler-270 c,Super+Earth
Kepler-271 b,Super+Earth
Kepler-272 b,Super+Earth
Kepler-449 b,Super+Earth
Kepler-450 c,Super+Earth
Kepler-784 b,Super+Earth
Kepler-787 b,Super+Earth
Kepler-792 b,Super+Earth
Kepler-793 b,Super+Earth
Kepler-795 b,Super+Earth
Kepler-801 b,Super+Earth
Kepler-804 b,Super+Earth
Kepler-806 b,Super+Earth
Kepler-1248 b,Super+Earth
Kepler-1250 b,Super+Earth
Kepler-1252 b,Super+Earth
Kepler-1253 b,Super+Earth
Kepler-1254 b,Super+Earth
Kepler-1254 c,Super+Earth
Kepler-1256 b,Super+Earth
Kepler-1257 b,Super+Earth
Kepler-1259 b,Super+Earth
Kepler-1260 b,Super+Earth
Kepler-1262 b,Super+Earth
Kepler-1264 b,Super+Earth
Kepler-1265 b,Super+Earth
Kepler-1269 b,Super+Earth
Kepler-1271 b,Super+Earth
Kepler-1274 b,Super+Earth
Kepler-221 b,Super+Earth
Kepler-776 b,Super+Earth
Kepler-778 b,Super+Earth
Kepler-249 b,Super+Earth
Kepler-249 d,Super+Earth
Kepler-250 b,Super+Earth
Kepler-251 b,Super+Earth
Kepler-253 b,Super+Earth
Kepler-256 b,Super+Earth
Kepler-758 c,Super+Earth
Kepler-758 e,Super+Earth
Kepler-760 c,Super+Earth
Kepler-761 b,Super+Earth
Kepler-763 b,Super+Earth
Kepler-764 b,Super+Earth
Kepler-768 b,Super+Earth
Kepler-769 c,Super+Earth
Kepler-770 c,Super+Earth
Kepler-770 d,Super+Earth
Kepler-771 b,Super+Earth
Kepler-772 b,Super+Earth
Kepler-773 b,Super+Earth
Kepler-775 b,Super+Earth
Kepler-1216 b,Super+Earth
Kepler-1217 b,Super+Earth
Kepler-1218 b,Super+Earth
Kepler-1220 b,Super+Earth
Kepler-1221 b,Super+Earth
Kepler-1223 b,Super+Earth
Kepler-1225 b,Super+Earth
Kepler-1226 b,Super+Earth
Kepler-1228 b,Super+Earth
Kepler-1231 b,Super+Earth
Kepler-1232 b,Super+Earth
Kepler-1240 b,Super+Earth
Kepler-1244 b,Super+Earth
Kepler-1245 b,Super+Earth
Kepler-1245 c,Super+Earth
Kepler-1246 b,Super+Earth
Kepler-416 b,Super+Earth
Kepler-417 b,Super+Earth
Kepler-431 d,Super+Earth
Kepler-438 b,Super+Earth
Kepler-440 b,Super+Earth
Kepler-441 b,Super+Earth
Kepler-756 b,Super+Earth
Kepler-757 b,Super+Earth
K2-21 c,Super+Earth
Kepler-237 c,Super+Earth
Kepler-238 b,Super+Earth
Kepler-238 f,Super+Earth
Kepler-240 b,Super+Earth
Kepler-240 c,Super+Earth
Kepler-243 c,Super+Earth
Kepler-244 d,Super+Earth
Kepler-245 c,Super+Earth
Kepler-246 c,Super+Earth
Kepler-247 b,Super+Earth
Kepler-411 b,Super+Earth
Kepler-414 b,Super+Earth
Kepler-415 c,Super+Earth
Kepler-743 b,Super+Earth
Kepler-744 b,Super+Earth
Kepler-746 b,Super+Earth
Kepler-750 c,Super+Earth
Kepler-753 b,Super+Earth
Kepler-754 b,Super+Earth
Kepler-755 c,Super+Earth
Kepler-1188 b,Super+Earth
Kepler-1189 b,Super+Earth
Kepler-1190 b,Super+Earth
Kepler-1191 b,Super+Earth
Kepler-1193 b,Super+Earth
Kepler-1194 b,Super+Earth
Kepler-1195 b,Super+Earth
Kepler-1197 b,Super+Earth
Kepler-1198 b,Super+Earth
Kepler-1199 b,Super+Earth
Kepler-1200 b,Super+Earth
Kepler-1203 b,Super+Earth
Kepler-1205 b,Super+Earth
Kepler-1206 b,Super+Earth
Kepler-1207 b,Super+Earth
Kepler-1209 b,Super+Earth
Kepler-1210 b,Super+Earth
Kepler-1213 b,Super+Earth
Kepler-1215 b,Super+Earth
Kepler-255 d,Super+Earth
Kepler-732 c,Super+Earth
Kepler-737 b,Super+Earth
Kepler-1155 b,Super+Earth
Kepler-1156 b,Super+Earth
Kepler-1163 b,Super+Earth
Kepler-1164 b,Super+Earth
Kepler-1165 b,Super+Earth
Kepler-1167 b,Super+Earth
Kepler-1174 b,Super+Earth
Kepler-1177 b,Super+Earth
Kepler-1178 b,Super+Earth
Kepler-1179 b,Super+Earth
Kepler-1181 b,Super+Earth
Kepler-245 e,Super+Earth
Kepler-691 b,Super+Earth
Kepler-707 b,Super+Earth
Kepler-80 e,Super+Earth
Kepler-84 c,Super+Earth
Kepler-92 c,Super+Earth
Kepler-97 b,Super+Earth
Kepler-1125 b,Super+Earth
Kepler-1126 b,Super+Earth
Kepler-1127 b,Super+Earth
Kepler-1131 b,Super+Earth
Kepler-1133 b,Super+Earth
Kepler-1135 b,Super+Earth
Kepler-1136 b,Super+Earth
Kepler-1138 b,Super+Earth
Kepler-1139 b,Super+Earth
Kepler-1142 b,Super+Earth
Kepler-1143 b,Super+Earth
Kepler-1145 b,Super+Earth
Kepler-1146 b,Super+Earth
Kepler-1148 b,Super+Earth
Kepler-1150 b,Super+Earth
Kepler-683 b,Super+Earth
Kepler-442 b,Super+Earth
Kepler-446 b,Super+Earth
Kepler-48 b,Super+Earth
Kepler-49 c,Super+Earth
Kepler-50 c,Super+Earth
Kepler-55 b,Super+Earth
Kepler-55 f,Super+Earth
Kepler-57 c,Super+Earth
Kepler-59 c,Super+Earth
Kepler-62 e,Super+Earth
Kepler-674 b,Super+Earth
K2-16 b,Super+Earth
K2-18 b,Super+Earth
Kepler-1111 b,Super+Earth
Kepler-1114 b,Super+Earth
Kepler-1115 b,Super+Earth
Kepler-1117 b,Super+Earth
Kepler-1119 b,Super+Earth
Kepler-1120 b,Super+Earth
Kepler-1121 b,Super+Earth
Kepler-1122 b,Super+Earth
Kepler-1123 b,Super+Earth
Kepler-1124 b,Super+Earth
Kepler-398 c,Super+Earth
Kepler-399 c,Super+Earth
Kepler-399 d,Super+Earth
Kepler-400 b,Super+Earth
Kepler-400 c,Super+Earth
Kepler-402 b,Super+Earth
Kepler-402 c,Super+Earth
Kepler-402 e,Super+Earth
Kepler-403 b,Super+Earth
Kepler-403 c,Super+Earth
Kepler-404 c,Super+Earth
Kepler-405 b,Super+Earth
Kepler-406 c,Super+Earth
Kepler-407 b,Super+Earth
Kepler-658 b,Super+Earth
Kepler-217 d,Super+Earth
Kepler-366 c,Super+Earth
Kepler-371 b,Super+Earth
Kepler-377 c,Super+Earth
Kepler-37 e,Super+Earth
Kepler-380 b,Super+Earth
Kepler-382 b,Super+Earth
Kepler-384 b,Super+Earth
Kepler-386 c,Super+Earth
Kepler-392 c,Super+Earth
Kepler-393 b,Super+Earth
Kepler-393 c,Super+Earth
Kepler-394 b,Super+Earth
Kepler-394 c,Super+Earth
Kepler-395 b,Super+Earth
Kepler-395 c,Super+Earth
Kepler-401 b,Super+Earth
Kepler-402 d,Super+Earth
Kepler-404 b,Super+Earth
Kepler-406 b,Super+Earth
Kepler-415 b,Super+Earth
Kepler-641 b,Super+Earth
Kepler-646 b,Super+Earth
Kepler-647 b,Super+Earth
Kepler-653 b,Super+Earth
Kepler-654 b,Super+Earth
K2-5 b,Super+Earth
Kepler-230 c,Super+Earth
Kepler-231 c,Super+Earth
Kepler-235 d,Super+Earth
Kepler-236 b,Super+Earth
Kepler-237 b,Super+Earth
Kepler-381 c,Super+Earth
Kepler-382 c,Super+Earth
Kepler-383 b,Super+Earth
Kepler-384 c,Super+Earth
Kepler-385 b,Super+Earth
Kepler-386 b,Super+Earth
Kepler-387 b,Super+Earth
Kepler-389 b,Super+Earth
Kepler-389 c,Super+Earth
Kepler-633 b,Super+Earth
Kepler-634 b,Super+Earth
Kepler-638 b,Super+Earth
K2-19 d,Super+Earth
Kepler-198 d,Super+Earth
Kepler-320 b,Super+Earth
Kepler-322 b,Super+Earth
Kepler-324 b,Super+Earth
Kepler-327 c,Super+Earth
Kepler-329 b,Super+Earth
Kepler-32 e,Super+Earth
Kepler-331 b,Super+Earth
Kepler-332 d,Super+Earth
Kepler-334 c,Super+Earth
Kepler-336 b,Super+Earth
Kepler-341 e,Super+Earth
Kepler-343 c,Super+Earth
Kepler-345 c,Super+Earth
Kepler-347 c,Super+Earth
Kepler-349 c,Super+Earth
Kepler-353 c,Super+Earth
Kepler-355 b,Super+Earth
Kepler-362 c,Super+Earth
Kepler-376 b,Super+Earth
Kepler-376 c,Super+Earth
Kepler-377 b,Super+Earth
Kepler-379 b,Super+Earth
Kepler-380 c,Super+Earth
Kepler-625 b,Super+Earth
Kepler-625 c,Super+Earth
Kepler-629 b,Super+Earth
Kepler-217 c,Super+Earth
Kepler-218 b,Super+Earth
Kepler-219 d,Super+Earth
Kepler-220 c,Super+Earth
Kepler-220 e,Super+Earth
Kepler-221 c,Super+Earth
Kepler-224 b,Super+Earth
Kepler-224 e,Super+Earth
Kepler-225 b,Super+Earth
Kepler-225 c,Super+Earth
Kepler-226 b,Super+Earth
Kepler-226 d,Super+Earth
Kepler-365 b,Super+Earth
Kepler-365 c,Super+Earth
Kepler-367 b,Super+Earth
Kepler-367 c,Super+Earth
Kepler-369 b,Super+Earth
Kepler-369 c,Super+Earth
Kepler-370 b,Super+Earth
Kepler-370 c,Super+Earth
Kepler-371 c,Super+Earth
Kepler-372 b,Super+Earth
Kepler-372 c,Super+Earth
Kepler-372 d,Super+Earth
Kepler-373 b,Super+Earth
Kepler-373 c,Super+Earth
Kepler-374 b,Super+Earth
Kepler-374 c,Super+Earth
Kepler-374 d,Super+Earth
Kepler-375 b,Super+Earth
Kepler-192 d,Super+Earth
Kepler-286 c,Super+Earth
Kepler-298 b,Super+Earth
Kepler-301 b,Super+Earth
Kepler-310 b,Super+Earth
Kepler-312 b,Super+Earth
Kepler-316 b,Super+Earth
Kepler-363 b,Super+Earth
Kepler-363 c,Super+Earth
Kepler-363 d,Super+Earth
Kepler-364 b,Super+Earth
Kepler-611 b,Super+Earth
Kepler-615 b,Super+Earth
Kepler-619 c,Super+Earth
Kepler-295 d,Super+Earth
Kepler-296 e,Super+Earth
Kepler-299 d,Super+Earth
Kepler-1092 b,Super+Earth
Kepler-1093 b,Super+Earth
Kepler-1093 c,Super+Earth
Kepler-1096 b,Super+Earth
Kepler-1098 b,Super+Earth
Kepler-1100 b,Super+Earth
Kepler-1104 b,Super+Earth
Kepler-1105 b,Super+Earth
Kepler-1106 b,Super+Earth
Kepler-1107 b,Super+Earth
Kepler-1108 b,Super+Earth
Kepler-215 b,Super+Earth
Kepler-215 c,Super+Earth
Kepler-215 d,Super+Earth
Kepler-215 e,Super+Earth
Kepler-350 d,Super+Earth
Kepler-352 c,Super+Earth
Kepler-354 b,Super+Earth
Kepler-354 c,Super+Earth
Kepler-354 d,Super+Earth
Kepler-356 b,Super+Earth
Kepler-356 c,Super+Earth
Kepler-357 b,Super+Earth
Kepler-360 b,Super+Earth
Kepler-361 b,Super+Earth
Kepler-603 d,Super+Earth
Kepler-605 b,Super+Earth
Kepler-1313 b,Super+Earth
Kepler-1315 b,Super+Earth
Kepler-1319 b,Super+Earth
Kepler-1320 b,Super+Earth
Kepler-1322 b,Super+Earth
Kepler-1323 b,Super+Earth
Kepler-1324 b,Super+Earth
Kepler-1327 b,Super+Earth
Kepler-1331 b,Super+Earth
Kepler-1332 b,Super+Earth
Kepler-1336 b,Super+Earth
Kepler-1336 c,Super+Earth
Kepler-1340 b,Super+Earth
Kepler-206 b,Super+Earth
Kepler-207 c,Super+Earth
Kepler-208 d,Super+Earth
Kepler-242 c,Super+Earth
Kepler-244 c,Super+Earth
Kepler-249 c,Super+Earth
Kepler-252 b,Super+Earth
Kepler-255 b,Super+Earth
Kepler-260 b,Super+Earth
Kepler-262 b,Super+Earth
Kepler-269 c,Super+Earth
Kepler-26 d,Super+Earth
Kepler-276 d,Super+Earth
Kepler-348 b,Super+Earth
Kepler-348 c,Super+Earth
Kepler-349 b,Super+Earth
Kepler-350 b,Super+Earth
Kepler-403 d,Super+Earth
Kepler-1275 b,Super+Earth
Kepler-1276 b,Super+Earth
Kepler-1277 b,Super+Earth
Kepler-1278 b,Super+Earth
Kepler-1279 b,Super+Earth
Kepler-1280 b,Super+Earth
Kepler-1281 b,Super+Earth
Kepler-1282 b,Super+Earth
Kepler-1283 b,Super+Earth
Kepler-1284 b,Super+Earth
Kepler-1287 b,Super+Earth
Kepler-1288 b,Super+Earth
Kepler-1289 b,Super+Earth
Kepler-1290 b,Super+Earth
Kepler-1291 b,Super+Earth
Kepler-1292 b,Super+Earth
Kepler-1295 b,Super+Earth
Kepler-1298 b,Super+Earth
Kepler-1300 b,Super+Earth
Kepler-1301 b,Super+Earth
Kepler-1302 b,Super+Earth
Kepler-1303 b,Super+Earth
Kepler-1305 b,Super+Earth
Kepler-1306 b,Super+Earth
Kepler-1310 b,Super+Earth
Kepler-1311 b,Super+Earth
Kepler-1311 c,Super+Earth
Kepler-167 d,Super+Earth
Kepler-939 b,Super+Earth
Kepler-946 b,Super+Earth
Kepler-948 b,Super+Earth
Kepler-953 c,Super+Earth
Kepler-304 e,Super+Earth
Kepler-886 b,Super+Earth
Kepler-887 b,Super+Earth
Kepler-887 c,Super+Earth
Kepler-888 b,Super+Earth
Kepler-889 b,Super+Earth
Kepler-895 b,Super+Earth
Kepler-898 b,Super+Earth
Kepler-900 b,Super+Earth
Kepler-901 b,Super+Earth
Kepler-903 b,Super+Earth
Kepler-904 b,Super+Earth
Kepler-905 b,Super+Earth
Kepler-907 b,Super+Earth
Kepler-908 b,Super+Earth
Kepler-909 b,Super+Earth
Kepler-913 b,Super+Earth
Kepler-914 b,Super+Earth
Kepler-915 b,Super+Earth
Kepler-916 b,Super+Earth
Kepler-918 b,Super+Earth
Kepler-922 b,Super+Earth
Kepler-923 b,Super+Earth
Kepler-927 b,Super+Earth
Kepler-928 b,Super+Earth
Kepler-929 b,Super+Earth
Kepler-931 b,Super+Earth
Kepler-932 b,Super+Earth
Kepler-934 b,Super+Earth
Kepler-936 b,Super+Earth
Kepler-832 b,Super+Earth
Kepler-833 b,Super+Earth
Kepler-834 b,Super+Earth
Kepler-842 b,Super+Earth
Kepler-844 b,Super+Earth
Kepler-845 b,Super+Earth
Kepler-847 b,Super+Earth
Kepler-848 b,Super+Earth
Kepler-850 b,Super+Earth
Kepler-851 b,Super+Earth
Kepler-853 b,Super+Earth
Kepler-866 b,Super+Earth
Kepler-868 b,Super+Earth
Kepler-872 b,Super+Earth
Kepler-876 b,Super+Earth
Kepler-878 b,Super+Earth
Kepler-881 b,Super+Earth
Kepler-882 b,Super+Earth
Kepler-884 b,Super+Earth
Kepler-821 b,Super+Earth
Kepler-822 b,Super+Earth
Kepler-823 b,Super+Earth
Kepler-824 b,Super+Earth
Kepler-825 b,Super+Earth
Kepler-825 c,Super+Earth
Kepler-826 b,Super+Earth
Kepler-828 b,Super+Earth
Kepler-830 b,Super+Earth
Kepler-831 b,Super+Earth
Kepler-113 b,Super+Earth
Kepler-114 b,Super+Earth
Kepler-80 d,Super+Earth
Kepler-973 b,Super+Earth
Kepler-975 b,Super+Earth
Kepler-968 b,Super+Earth
Kepler-968 c,Super+Earth
Kepler-969 b,Super+Earth
Kepler-1651 b,Super+Earth
K2-110 b,Super+Earth
K2-101 b,Super+Earth
K2-102 b,Super+Earth
K2-104 b,Super+Earth
K2-111 b,Super+Earth
OGLE-2016-BLG-1195L b,Super+Earth
Kepler-1649 b,Super+Earth
TRAPPIST-1 f,Super+Earth
TRAPPIST-1 g,Super+Earth
K2-86 b,Super+Earth
K2-88 b,Super+Earth
K2-90 c,Super+Earth
K2-91 b,Super+Earth
K2-46 b,Super+Earth
K2-47 b,Super+Earth
K2-49 b,Super+Earth
K2-50 b,Super+Earth
K2-58 c,Super+Earth
K2-58 d,Super+Earth
K2-64 b,Super+Earth
K2-65 b,Super+Earth
K2-66 b,Super+Earth
K2-68 b,Super+Earth
K2-72 b,Super+Earth
K2-72 c,Super+Earth
K2-72 d,Super+Earth
K2-72 e,Super+Earth
K2-80 b,Super+Earth
K2-80 c,Super+Earth
K2-81 b,Super+Earth
K2-83 b,Super+Earth
K2-83 c,Super+Earth
K2-84 c,Super+Earth
K2-85 b,Super+Earth
K2-35 b,Super+Earth
K2-35 c,Super+Earth
K2-36 b,Super+Earth
K2-37 b,Super+Earth
K2-38 b,Super+Earth
Kepler-883 b,Super+Earth
Kepler-1095 b,Super+Earth
Kepler-1069 b,Super+Earth
Kepler-1070 b,Super+Earth
Kepler-1072 b,Super+Earth
Kepler-1073 c,Super+Earth
Kepler-1074 b,Super+Earth
Kepler-1075 b,Super+Earth
Kepler-1078 b,Super+Earth
Kepler-1079 b,Super+Earth
Kepler-1081 b,Super+Earth
Kepler-1082 b,Super+Earth
Kepler-1084 b,Super+Earth
Kepler-1088 b,Super+Earth
Kepler-1089 b,Super+Earth
Kepler-1091 b,Super+Earth
Kepler-1032 b,Super+Earth
Kepler-1040 b,Super+Earth
Kepler-1062 b,Super+Earth
Kepler-1064 b,Super+Earth
Kepler-1065 c,Super+Earth
Kepler-988 b,Super+Earth
Kepler-992 b,Super+Earth
Kepler-997 b,Super+Earth
Kepler-538 b,Super+Earth
Kepler-542 b,Super+Earth
Kepler-958 b,Super+Earth
Kepler-962 b,Super+Earth
Kepler-974 b,Super+Earth
Kepler-1251 b,Super+Earth
Kepler-1254 d,Super+Earth
Kepler-1263 b,Super+Earth
Kepler-1268 b,Super+Earth
Kepler-1394 b,Super+Earth
Kepler-1396 b,Super+Earth
Kepler-1397 b,Super+Earth
Kepler-1398 c,Super+Earth
Kepler-1399 b,Super+Earth
Kepler-1400 b,Super+Earth
Kepler-1401 b,Super+Earth
Kepler-1404 b,Super+Earth
Kepler-1406 b,Super+Earth
Kepler-1409 b,Super+Earth
Kepler-1410 b,Super+Earth
Kepler-1413 b,Super+Earth
Kepler-1414 b,Super+Earth
Kepler-1415 b,Super+Earth
Kepler-1418 b,Super+Earth
Kepler-1420 b,Super+Earth
Kepler-1422 b,Super+Earth
Kepler-1423 b,Super+Earth
Kepler-1424 b,Super+Earth
Kepler-1426 b,Super+Earth
Kepler-1427 b,Super+Earth
Kepler-1344 b,Super+Earth
Kepler-1346 b,Super+Earth
Kepler-1347 b,Super+Earth
Kepler-1348 b,Super+Earth
Kepler-1350 c,Super+Earth
Kepler-1353 b,Super+Earth
Kepler-1355 b,Super+Earth
Kepler-1356 b,Super+Earth
Kepler-1357 b,Super+Earth
Kepler-1358 b,Super+Earth
Kepler-1363 b,Super+Earth
Kepler-1366 b,Super+Earth
Kepler-1368 b,Super+Earth
Kepler-1370 b,Super+Earth
Kepler-1370 c,Super+Earth
Kepler-1372 b,Super+Earth
Kepler-1373 b,Super+Earth
Kepler-1375 b,Super+Earth
Kepler-1376 b,Super+Earth
Kepler-1377 b,Super+Earth
Kepler-1379 b,Super+Earth
Kepler-1380 b,Super+Earth
Kepler-1382 b,Super+Earth
Kepler-1383 b,Super+Earth
Kepler-1384 b,Super+Earth
Kepler-1386 b,Super+Earth
Kepler-1389 b,Super+Earth
Kepler-1390 b,Super+Earth
Kepler-1391 b,Super+Earth
Kepler-1392 b,Super+Earth
Kepler-1224 b,Super+Earth
Kepler-1229 b,Super+Earth
Kepler-1238 b,Super+Earth
Kepler-1243 b,Super+Earth
Kepler-1317 b,Super+Earth
Kepler-1330 b,Super+Earth
Kepler-1335 b,Super+Earth
Kepler-1342 b,Super+Earth
Kepler-1343 b,Super+Earth
Kepler-1166 b,Super+Earth
Kepler-1180 b,Super+Earth
Kepler-1185 b,Super+Earth
Kepler-1144 b,Super+Earth
Kepler-1149 b,Super+Earth
Kepler-1153 b,Super+Earth
Kepler-1157 b,Super+Earth
Kepler-917 b,Super+Earth
Kepler-935 b,Super+Earth
Kepler-1553 b,Super+Earth
Kepler-1555 b,Super+Earth
Kepler-1556 b,Super+Earth
Kepler-1557 b,Super+Earth
Kepler-1561 b,Super+Earth
Kepler-1564 b,Super+Earth
Kepler-1565 b,Super+Earth
Kepler-1568 b,Super+Earth
Kepler-1569 b,Super+Earth
Kepler-1570 b,Super+Earth
Kepler-1571 b,Super+Earth
Kepler-1573 b,Super+Earth
Kepler-1574 b,Super+Earth
Kepler-1575 b,Super+Earth
Kepler-1576 b,Super+Earth
Kepler-1577 b,Super+Earth
Kepler-1578 b,Super+Earth
Kepler-1582 b,Super+Earth
Kepler-1584 b,Super+Earth
Kepler-1585 b,Super+Earth
Kepler-1586 b,Super+Earth
Kepler-1587 b,Super+Earth
Kepler-1589 b,Super+Earth
Kepler-1590 b,Super+Earth
Kepler-1591 b,Super+Earth
Kepler-1592 b,Super+Earth
Kepler-1594 b,Super+Earth
Kepler-1595 b,Super+Earth
Kepler-1596 b,Super+Earth
Kepler-1597 b,Super+Earth
Kepler-1511 b,Super+Earth
Kepler-1512 b,Super+Earth
Kepler-1516 b,Super+Earth
Kepler-1522 b,Super+Earth
Kepler-1523 b,Super+Earth
Kepler-1528 b,Super+Earth
Kepler-1530 b,Super+Earth
Kepler-1530 c,Super+Earth
Kepler-1531 b,Super+Earth
Kepler-1532 b,Super+Earth
Kepler-1534 b,Super+Earth
Kepler-1537 b,Super+Earth
Kepler-1541 b,Super+Earth
Kepler-1544 b,Super+Earth
Kepler-1439 b,Super+Earth
Kepler-1440 b,Super+Earth
Kepler-1441 b,Super+Earth
Kepler-1448 b,Super+Earth
Kepler-1449 b,Super+Earth
Kepler-1450 b,Super+Earth
Kepler-1454 b,Super+Earth
Kepler-1456 b,Super+Earth
Kepler-1457 b,Super+Earth
Kepler-1459 b,Super+Earth
Kepler-1460 b,Super+Earth
Kepler-1461 b,Super+Earth
Kepler-1463 b,Super+Earth
Kepler-1464 b,Super+Earth
Kepler-1465 b,Super+Earth
Kepler-1466 b,Super+Earth
Kepler-1468 b,Super+Earth
Kepler-1468 c,Super+Earth
Kepler-1470 b,Super+Earth
Kepler-1471 b,Super+Earth
Kepler-1472 b,Super+Earth
Kepler-1473 b,Super+Earth
Kepler-1476 b,Super+Earth
Kepler-1477 b,Super+Earth
Kepler-1478 b,Super+Earth
Kepler-1479 b,Super+Earth
Kepler-1480 b,Super+Earth
Kepler-1481 b,Super+Earth
Kepler-1482 b,Super+Earth
Kepler-1483 b,Super+Earth
Kepler-1485 b,Super+Earth
Kepler-1488 b,Super+Earth
Kepler-1489 b,Super+Earth
Kepler-1491 b,Super+Earth
Kepler-1492 b,Super+Earth
Kepler-1493 b,Super+Earth
Kepler-1497 b,Super+Earth
Kepler-1498 b,Super+Earth
Kepler-1499 b,Super+Earth
Kepler-1500 b,Super+Earth
Kepler-1501 b,Super+Earth
Kepler-1506 b,Super+Earth
Kepler-1508 b,Super+Earth
Kepler-1509 b,Super+Earth
Kepler-1428 b,Super+Earth
Kepler-1429 b,Super+Earth
Kepler-1430 b,Super+Earth
